單字	聲紐	呼	等	韻部	聲調	組	攝	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定
艘	心	開	四	蕭	平	精	效		s	aeu	3		s	ɐu	45		s	ɐu	45
守	書	開	三	尤	去	章	流		s	aeu	3		s	ɐu	45		s	ɐu	45
手	書	開	三	尤	上	章	流		s	aeu	3		s	ɐu	45		s	ɐu	45
守	書	開	三	尤	上	章	流		s	aeu	3		s	ɐu	45		s	ɐu	45
首	書	開	三	尤	上	章	流		s	aeu	3		s	ɐu	45		s	ɐu	45
搜	生	開	三	尤	平	莊	流		s	aeu	3		s	ɐu	45		s	ɐu	45
蒐	生	開	三	尤	平	莊	流		s	aeu	3		s	ɐu	45		s	ɐu	45
叟	心	開	一	侯	上	精	流		s	aeu	3		s	ɐu	45		s	ɐu	45
擻	心	開	一	侯	上	精	流		s	aeu	3		s	ɐu	45		s	ɐu	45
愁	崇	開	三	尤	平	莊	流		s	aeu	2		s	ɐu	21		s	ɐu	21
仇									s	aeu	2		s	ɐu	21		s	ɐu	21
授	常	開	三	尤	去	章	流		s	aeu	4		s	ɐu	32		s	ɐu	32
售	常	開	三	尤	去	章	流		s	aeu	4		s	ɐu	32		s	ɐu	32
受	常	開	三	尤	上	章	流		s	aeu	4		s	ɐu	32		s	ɐu	32
壽	常	開	三	尤	上	章	流		s	aeu	4		s	ɐu	32		s	ɐu	32
些	心	開	三	麻	平	精	假		s	e	1		s	ɛ	23		s	ɛ	23
卸	心	開	三	麻	去	精	假		s	e	1		s	ɛ	23		s	ɛ	23
瀉	心	開	三	麻	上	精	假		s	e	1		s	ɛ	23		s	ɛ	23
舍	書	開	三	麻	去	章	假		s	e	1		s	ɛ	23		s	ɛ	23
赦	書	開	三	麻	去	章	假		s	e	1		s	ɛ	23		s	ɛ	23
寫	心	開	三	麻	上	精	假		s	e	3		s	ɛ	45		s	ɛ	45
舍	書	開	三	麻	上	章	假		s	e	3		s	ɛ	45		s	ɛ	45
捨	書	開	三	麻	上	章	假		s	e	3		s	ɛ	45		s	ɛ	45
社	常	開	三	麻	上	章	假		s	e	2		s	ɛ	21		s	ɛ	21
蛇	船	開	三	麻	平	章	假		s	e	2		s	ɛ	21		s	ɛ	21
舍	書	開	二	麻	去	章	假		s	e	2		s	ɛ	21		s	ɛ	21
射	船	開	三	麻	去	章	假		s	e	4		s	ɛ	32		s	ɛ	32
四	心	開	三	脂A	去	精	止		s	ei	1		s	ei	23		s	ej	23
肆	心	開	三	脂A	去	精	止		s	ei	1		s	ei	23		s	ej	23
死	心	開	三	脂A	上	精	止		s	ei	3		s	ei	45		s	ej	45
撕	心	開	四	齊	平	精	蟹		s	i	1		s	i	23		s	i	23
司	心	開	三	之	平	精	止		s	i	1		s	i	23		s	i	23
絲	心	開	三	之	平	精	止		s	i	2		s	i	21		s	i	21
絲	心	開	三	之	平	精	止		s	i	1		s	i	23		s	i	23
伺	心	開	三	之	去	精	止		s	i	1		s	i	23		s	i	23
思	心	開	三	之	去	精	止		s	i	1		s	i	23		s	i	23
使	生	開	三	之	去	莊	止		s	i	1		s	i	23		s	i	23
詩	書	開	三	之	平	章	止		s	i	1		s	i	23		s	i	23
試	書	開	三	之	去	章	止		s	i	1		s	i	23		s	i	23
斯	心	開	三	支A	平	精	止		s	i	1		s	i	23		s	i	23
廝	心	開	三	支A	平	精	止		s	i	1		s	i	23		s	i	23
施	書	開	三	支A	平	章	止		s	i	1		s	i	23		s	i	23
私	心	開	三	脂A	平	精	止		s	i	1		s	i	23		s	i	23
肆	心	開	三	脂A	去	精	止		s	i	1		s	i	23		s	i	23
駟	心	開	三	脂A	去	精	止		s	i	1		s	i	23		s	i	23
嗜	常	開	三	脂A	去	章	止		s	i	1		s	i	23		s	i	23
屍	書	開	三	脂A	平	章	止		s	i	1		s	i	23		s	i	23
師	生	開	三	脂B	平	莊	止		s	i	1		s	i	23		s	i	23
獅	生	開	三	脂B	平	莊	止		s	i	1		s	i	23		s	i	23
抒	邪	開	三	魚	上	精	遇		s	i	1		s	i	23		s	i	23
曙	常	開	三	魚	去	章	遇		s	i	1		s	i	23		s	i	23
書	書	開	三	魚	平	章	遇		s	i	1		s	i	23		s	i	23
紓	書	開	三	魚	平	章	遇		s	i	1		s	i	23		s	i	23
舒	書	開	三	魚	平	章	遇		s	i	1		s	i	23		s	i	23
恕	書	開	三	魚	去	章	遇		s	i	1		s	i	23		s	i	23
庶	書	開	三	魚	去	章	遇		s	i	1		s	i	23		s	i	23
樞	昌	合	三	虞	平	章	遇		s	i	1		s	i	23		s	i	23
輸	書	合	三	虞	平	章	遇		s	i	1		s	i	23		s	i	23
鷥	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	i	1		s	i	23		s	i	23
荼									s	i	1		s	i	23		s	i	23
史	生	開	三	之	上	莊	止		s	i	3		s	i	45		s	i	45
屎	曉	開	三	脂A	平	影	止		s	i	3		s	i	45		s	i	45
暑	書	開	三	魚	上	章	遇		s	i	3		s	i	45		s	i	45
黍	書	開	三	魚	上	章	遇		s	i	3		s	i	45		s	i	45
鼠	書	開	三	魚	上	章	遇		s	i	3		s	i	45		s	i	45
柿	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	i	3		s	i	45		s	i	45
柿	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	i	3		s	i	45		s	i	45
時	常	開	三	之	平	章	止		s	i	2		s	i	21		s	i	21
市	常	開	三	之	上	章	止		s	i	2		s	i	21		s	i	21
匙	常	開	三	支A	平	章	止		s	i	2		s	i	21		s	i	21
藷	章	開	三	魚	平	章	遇		s	i	2		s	i	21		s	i	21
薯	常	開	三	魚	去	章	遇		s	i	2		s	i	21		s	i	21
殊	常	合	三	虞	平	章	遇		s	i	2		s	i	21		s	i	21
糬	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	i	2		s	i	21		s	i	21
峙	澄	開	三	之	上	知	止		s	i	4		s	i	32		s	i	32
侍	常	開	三	之	去	章	止		s	i	4		s	i	32		s	i	32
士	崇	開	三	之	上	莊	止		s	i	4		s	i	32		s	i	32
仕	崇	開	三	之	上	莊	止		s	i	4		s	i	32		s	i	32
事	莊	開	三	之	去	莊	止		s	i	4		s	i	32		s	i	32
示	群	開	三	支A	平	見	止		s	i	4		s	i	32		s	i	32
氏	常	開	三	支A	上	章	止		s	i	4		s	i	32		s	i	32
是	常	開	三	支A	上	章	止		s	i	4		s	i	32		s	i	32
視	常	開	三	脂A	上	章	止		s	i	4		s	i	32		s	i	32
豎	常	合	三	虞	上	章	遇		s	i	4		s	i	32		s	i	32
樹	常	合	三	虞	上	章	遇		s	i	4		s	i	32		s	i	32
錫	心	開	四	青	入	精	梗		s	iak	7		s	iɐk	32		s	ɪɐk	32
石	常	開	三	清A	入	章	梗		s	iak	7		s	iɐk	32		s	ɪɐk	32
碩	常	開	三	清A	入	章	梗		s	iak	7		s	iɐk	32		s	ɪɐk	32
惜	心	開	三	清A	入	精	梗		s	iak	6		s	iɐk	23		s	ɪɐk	23
腥	心	開	四	青	平	精	梗		s	iang	1		s	iɐŋ	23		s	ɪɐŋ	23
聲	書	開	三	清A	平	章	梗		s	iang	1		s	iɐŋ	23		s	ɪɐŋ	23
成	常	開	三	清A	平	章	梗		s	iang	2		s	iɐŋ	21		s	ɪɐŋ	21
城	常	開	三	清A	平	章	梗		s	iang	2		s	iɐŋ	21		s	ɪɐŋ	21
腥	心	開	五	青	平	精	梗		s	iang	2		s	iɐŋ	21		s	ɪɐŋ	21
射	船	開	三	清A	入	章	梗		s	ik	7		s	ɪk	32		s	ɛek	32
食	以	開	三	之	去	以	止		s	ik	7		s	ɪk	32		s	ɛek	32
蝕	船	開	三	蒸	入	章	曾		s	ik	7		s	ɪk	32		s	ɛek	32
析	心	開	四	青	入	精	梗		s	ik	5		s	ɪk	45		s	ɛek	45
淅	心	開	四	青	入	精	梗		s	ik	5		s	ɪk	45		s	ɛek	45
蜥	心	開	四	青	入	精	梗		s	ik	5		s	ɪk	45		s	ɛek	45
昔	心	開	三	清A	入	精	梗		s	ik	5		s	ɪk	45		s	ɛek	45
惜	心	開	三	清A	入	精	梗		s	ik	5		s	ɪk	45		s	ɛek	45
適	書	開	三	清A	入	章	梗		s	ik	5		s	ɪk	45		s	ɛek	45
釋	書	開	三	清A	入	章	梗		s	ik	5		s	ɪk	45		s	ɛek	45
悉	心	開	三	真A	入	精	臻		s	ik	5		s	ɪk	45		s	ɛek	45
窸	心	開	三	真A	入	精	臻		s	ik	5		s	ɪk	45		s	ɛek	45
蟋	心	開	三	真A	入	精	臻		s	ik	5		s	ɪk	45		s	ɛek	45
息	心	開	三	蒸	入	精	曾		s	ik	5		s	ɪk	45		s	ɛek	45
熄	心	開	三	蒸	入	精	曾		s	ik	5		s	ɪk	45		s	ɛek	45
色	生	開	三	蒸	入	莊	曾		s	ik	5		s	ɪk	45		s	ɛek	45
嗇	生	開	三	蒸	入	莊	曾		s	ik	5		s	ɪk	45		s	ɛek	45
識	書	開	三	蒸	入	章	曾		s	ik	5		s	ɪk	45		s	ɛek	45
式	書	開	三	蒸	入	章	曾		s	ik	5		s	ɪk	45		s	ɛek	45
拭	書	開	三	蒸	入	章	曾		s	ik	5		s	ɪk	45		s	ɛek	45
軾	書	開	三	蒸	入	章	曾		s	ik	5		s	ɪk	45		s	ɛek	45
飾	書	開	三	蒸	入	章	曾		s	ik	5		s	ɪk	45		s	ɛek	45
晰	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	ik	5		s	ɪk	45		s	ɛek	45
媳	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	ik	5		s	ɪk	45		s	ɛek	45
陝	書	開	三	鹽A	上	章	咸		s	im	3		s	im	45		s	im	45
閃	書	開	三	鹽A	上	章	咸		s	im	3		s	im	45		s	im	45
禪	常	開	三	仙A	平	章	山		s	im	2		s	im	21		s	im	21
蟬	常	開	三	仙A	平	章	山		s	im	2		s	im	21		s	im	21
蟾	章	開	三	鹽A	平	章	咸		s	im	2		s	im	21		s	im	21
簷	以	開	三	鹽A	平	以	咸		s	im	2		s	im	21		s	im	21
痠	心	合	一	寒	平	精	山		s	in	1		s	in	23		s	in	23
酸	心	合	一	寒	平	精	山		s	in	1		s	in	23		s	in	23
蒜	心	合	一	寒	去	精	山		s	in	1		s	in	23		s	in	23
算	心	合	一	寒	上	精	山		s	in	1		s	in	23		s	in	23
先	心	開	四	先	平	精	山		s	in	1		s	in	23		s	in	23
宣	心	合	三	仙A	平	精	山		s	in	1		s	in	23		s	in	23
渲	心	合	三	仙A	去	精	山		s	in	1		s	in	23		s	in	23
雋	從	合	三	仙A	上	精	山		s	in	1		s	in	23		s	in	23
仙	心	開	三	仙A	平	精	山		s	in	1		s	in	23		s	in	23
鮮	心	開	三	仙A	平	精	山		s	in	1		s	in	23		s	in	23
線	心	開	三	仙A	去	精	山		s	in	1		s	in	23		s	in	23
煽	書	開	三	仙A	平	章	山		s	in	1		s	in	23		s	in	23
扇	書	開	三	仙A	平	章	山		s	in	1		s	in	23		s	in	23
孫	心	合	一	魂	平	精	臻		s	in	1		s	in	23		s	in	23
飧	心	合	一	魂	平	精	臻		s	in	1		s	in	23		s	in	23
搧	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	in	1		s	in	23		s	in	23
腺	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	in	1		s	in	23		s	in	23
選	心	合	三	仙A	上	精	山		s	in	3		s	in	45		s	in	45
鮮	心	開	三	仙A	上	精	山		s	in	3		s	in	45		s	in	45
蘚	心	開	三	仙A	上	精	山		s	in	3		s	in	45		s	in	45
損	心	合	一	魂	上	精	臻		s	in	3		s	in	45		s	in	45
燹									s	in	3		s	in	45		s	in	45
船	船	合	三	仙A	平	章	山		s	in	2		s	in	21		s	in	21
旋	邪	合	三	仙A	平	精	山		s	in	2		s	in	21		s	in	21
單	常	開	三	仙A	平	章	山		s	in	2		s	in	21		s	in	21
漩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	in	2		s	in	21		s	in	21
倩	清	開	四	先	去	精	山		s	in	4		s	in	32		s	in	32
旋	邪	合	三	仙A	平	精	山		s	in	4		s	in	32		s	in	32
禪	常	開	三	仙A	去	章	山		s	in	4		s	in	32		s	in	32
單	常	開	三	仙A	去	章	山		s	in	4		s	in	32		s	in	32
擅	常	開	三	仙A	去	章	山		s	in	4		s	in	32		s	in	32
繕	常	開	三	仙A	去	章	山		s	in	4		s	in	32		s	in	32
善	常	開	三	仙A	上	章	山		s	in	4		s	in	32		s	in	32
羨	以	開	三	脂A	平	以	止		s	in	4		s	in	32		s	in	32
星	心	開	四	青	平	精	梗		s	ing	1		s	ɪŋ	23		s	ɛeŋ	23
惺	心	開	四	青	平	精	梗		s	ing	1		s	ɪŋ	23		s	ɛeŋ	23
腥	心	開	四	青	平	精	梗		s	ing	1		s	ɪŋ	23		s	ɛeŋ	23
性	心	開	三	清A	去	精	梗		s	ing	1		s	ɪŋ	23		s	ɛeŋ	23
姓	心	開	三	清A	去	精	梗		s	ing	1		s	ɪŋ	23		s	ɛeŋ	23
聲	書	開	三	清A	平	章	梗		s	ing	1		s	ɪŋ	23		s	ɛeŋ	23
聖	書	開	三	清A	去	章	梗		s	ing	1		s	ɪŋ	23		s	ɛeŋ	23
升	書	開	三	蒸	平	章	曾		s	ing	1		s	ɪŋ	23		s	ɛeŋ	23
昇	書	開	三	蒸	平	章	曾		s	ing	1		s	ɪŋ	23		s	ɛeŋ	23
勝	書	開	三	蒸	平	章	曾		s	ing	1		s	ɪŋ	23		s	ɛeŋ	23
猩	生	開	二	庚	平	莊	梗		s	ing	1		s	ɪŋ	23		s	ɛeŋ	23
醒	心	開	四	青	平	精	梗		s	ing	3		s	ɪŋ	45		s	ɛeŋ	45
省	心	開	三	清A	上	精	梗		s	ing	3		s	ɪŋ	45		s	ɛeŋ	45
成	常	開	三	清A	平	章	梗		s	ing	2		s	ɪŋ	21		s	ɛeŋ	21
城	常	開	三	清A	平	章	梗		s	ing	2		s	ɪŋ	21		s	ɛeŋ	21
誠	常	開	三	清A	平	章	梗		s	ing	2		s	ɪŋ	21		s	ɛeŋ	21
盛	常	開	三	清A	平	章	梗		s	ing	2		s	ɪŋ	21		s	ɛeŋ	21
丞	常	開	三	蒸	平	章	曾		s	ing	2		s	ɪŋ	21		s	ɛeŋ	21
承	常	開	三	蒸	平	章	曾		s	ing	2		s	ɪŋ	21		s	ɛeŋ	21
乘	船	開	三	蒸	平	章	曾		s	ing	2		s	ɪŋ	21		s	ɛeŋ	21
繩	船	開	三	蒸	平	章	曾		s	ing	2		s	ɪŋ	21		s	ɛeŋ	21
盛	常	開	三	清A	去	章	梗		s	ing	4		s	ɪŋ	32		s	ɛeŋ	32
乘	船	開	三	蒸	去	章	曾		s	ing	4		s	ɪŋ	32		s	ɛeŋ	32
剩	船	開	三	蒸	去	章	曾		s	ing	4		s	ɪŋ	32		s	ɛeŋ	32
削	心	開	三	陽	入	精	宕		s	iok	6		s	iɔk	23		s	ɪɔk	23
爍	書	開	三	陽	入	章	宕		s	iok	6		s	iɔk	23		s	ɪɔk	23
鑲	日	開	三	陽	平	日	宕		s	iong	1		s	iɔŋ	23		s	ɪɔŋ	23
相	心	開	三	陽	平	精	宕		s	iong	1		s	iɔŋ	23		s	ɪɔŋ	23
廂	心	開	三	陽	平	精	宕		s	iong	1		s	iɔŋ	23		s	ɪɔŋ	23
湘	心	開	三	陽	平	精	宕		s	iong	1		s	iɔŋ	23		s	ɪɔŋ	23
箱	心	開	三	陽	平	精	宕		s	iong	1		s	iɔŋ	23		s	ɪɔŋ	23
襄	心	開	三	陽	平	精	宕		s	iong	1		s	iɔŋ	23		s	ɪɔŋ	23
上	常	開	三	陽	上	章	宕		s	iong	1		s	iɔŋ	23		s	ɪɔŋ	23
霜	生	開	三	陽	平	莊	宕		s	iong	1		s	iɔŋ	23		s	ɪɔŋ	23
商	書	開	三	陽	平	章	宕		s	iong	1		s	iɔŋ	23		s	ɪɔŋ	23
傷	書	開	三	陽	平	章	宕		s	iong	1		s	iɔŋ	23		s	ɪɔŋ	23
雙	生	開	二	江	平	莊	江		s	iong	1		s	iɔŋ	23		s	ɪɔŋ	23
想	心	開	三	陽	上	精	宕		s	iong	3		s	iɔŋ	45		s	ɪɔŋ	45
賞	書	開	三	陽	上	章	宕		s	iong	3		s	iɔŋ	45		s	ɪɔŋ	45
箱	心	開	三	陽	平	精	宕		s	iong	2		s	iɔŋ	21		s	ɪɔŋ	21
常	常	開	三	陽	平	章	宕		s	iong	2		s	iɔŋ	21		s	ɪɔŋ	21
徜	常	開	三	陽	平	章	宕		s	iong	2		s	iɔŋ	21		s	ɪɔŋ	21
嘗	常	開	三	陽	平	章	宕		s	iong	2		s	iɔŋ	21		s	ɪɔŋ	21
償	常	開	三	陽	平	章	宕		s	iong	2		s	iɔŋ	21		s	ɪɔŋ	21
裳	常	開	三	陽	平	章	宕		s	iong	2		s	iɔŋ	21		s	ɪɔŋ	21
上	常	開	三	陽	上	章	宕		s	iong	2		s	iɔŋ	21		s	ɪɔŋ	21
嫦	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	iong	2		s	iɔŋ	21		s	ɪɔŋ	21
嚐	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	iong	2		s	iɔŋ	21		s	ɪɔŋ	21
尚	常	開	三	陽	平	章	宕		s	iong	4		s	iɔŋ	32		s	ɪɔŋ	32
上	常	開	三	陽	去	章	宕		s	iong	4		s	iɔŋ	32		s	ɪɔŋ	32
懾	章	開	三	鹽A	入	章	咸		s	ip	6		s	ip	23		s	ip	23
涉	常	開	三	鹽A	入	章	咸		s	ip	6		s	ip	23		s	ip	23
攝	書	開	三	鹽A	入	章	咸		s	ip	6		s	ip	23		s	ip	23
蝕	船	開	三	蒸	入	章	曾		s	it	7		s	it	32		s	it	32
折	常	開	三	仙A	入	章	山		s	it	7		s	it	32		s	it	32
舌	匣	合	二	刪	入	影	山		s	it	7		s	it	32		s	it	32
雪	心	合	三	仙A	入	精	山		s	it	5		s	it	45		s	it	45
說	書	合	三	仙A	入	章	山		s	it	6		s	it	23		s	it	23
契	溪	開	四	先	入	見	山		s	it	6		s	it	23		s	it	23
竊	清	開	四	先	入	精	山		s	it	6		s	it	23		s	it	23
泄	以	開	三	祭A	去	以	蟹		s	it	6		s	it	23		s	it	23
雪	心	合	三	仙A	入	精	山		s	it	6		s	it	23		s	it	23
薛	心	開	三	仙A	入	精	山		s	it	6		s	it	23		s	it	23
楔	見	開	二	山	入	見	山		s	it	6		s	it	23		s	it	23
屑	心	合	一	魂	入	精	臻		s	it	6		s	it	23		s	it	23
洩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	it	6		s	it	23		s	it	23
蕭	心	開	四	蕭	平	精	效		s	iu	1		s	iu	23		s	iw	23
簫	心	開	四	蕭	平	精	效		s	iu	1		s	iu	23		s	iw	23
嘯	心	開	四	蕭	去	精	效		s	iu	1		s	iu	23		s	iw	23
逍	心	開	三	宵A	平	精	效		s	iu	1		s	iu	23		s	iw	23
消	心	開	三	宵A	平	精	效		s	iu	1		s	iu	23		s	iw	23
宵	心	開	三	宵A	平	精	效		s	iu	1		s	iu	23		s	iw	23
硝	心	開	三	宵A	平	精	效		s	iu	1		s	iu	23		s	iw	23
霄	心	開	三	宵A	平	精	效		s	iu	1		s	iu	23		s	iw	23
銷	心	開	三	宵A	平	精	效		s	iu	1		s	iu	23		s	iw	23
肖	心	開	三	宵A	去	精	效		s	iu	1		s	iu	23		s	iw	23
笑	心	開	三	宵A	去	精	效		s	iu	1		s	iu	23		s	iw	23
燒	書	開	三	宵A	平	章	效		s	iu	1		s	iu	23		s	iw	23
少	書	開	三	宵A	去	章	效		s	iu	1		s	iu	23		s	iw	23
瀟	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	iu	1		s	iu	23		s	iw	23
小	心	開	三	宵A	上	精	效		s	iu	3		s	iu	45		s	iw	45
少	書	開	三	宵A	上	章	效		s	iu	3		s	iu	45		s	iw	45
迢	定	開	四	蕭	平	端	效		s	iu	2		s	iu	21		s	iw	21
韶	常	開	三	宵A	平	章	效		s	iu	2		s	iu	21		s	iw	21
邵	常	開	三	宵A	去	章	效		s	iu	4		s	iu	32		s	iw	32
劭	常	開	三	宵A	去	章	效		s	iu	4		s	iu	32		s	iw	32
召	常	開	三	宵A	去	章	效		s	iu	4		s	iu	32		s	iw	32
紹	常	開	三	宵A	上	章	效		s	iu	4		s	iu	32		s	iw	32
兆	澄	開	三	宵B	上	知	效		s	iu	4		s	iu	32		s	iw	32
肇	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	iu	4		s	iu	32		s	iw	32
梳	生	開	三	魚	平	莊	遇		s	o	1		s	ɔ	23		s	ɔ	23
蔬	生	開	三	魚	平	莊	遇		s	o	1		s	ɔ	23		s	ɔ	23
疏	生	開	三	魚	去	莊	遇		s	o	1		s	ɔ	23		s	ɔ	23
梭	心	合	一	歌	平	精	果		s	o	1		s	ɔ	23		s	ɔ	23
娑	心	開	一	歌	平	精	果		s	o	1		s	ɔ	23		s	ɔ	23
蓑	心	合	一	灰	平	精	蟹		s	o	1		s	ɔ	23		s	ɔ	23
嗦	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	o	1		s	ɔ	23		s	ɔ	23
簑	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	o	1		s	ɔ	23		s	ɔ	23
所	生	開	三	魚	上	莊	遇		s	o	3		s	ɔ	45		s	ɔ	45
瑣	心	合	一	歌	上	精	果		s	o	3		s	ɔ	45		s	ɔ	45
鎖	心	合	一	歌	上	精	果		s	o	3		s	ɔ	45		s	ɔ	45
傻	生	合	二	麻	上	莊	假		s	o	2		s	ɔ	21		s	ɔ	21
鰓	心	開	一	咍	平	精	蟹		s	oi	1		s	ɔi	23		s	ɔj	23
腮	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	oi	1		s	ɔi	23		s	ɔj	23
思									s	oi	1		s	ɔi	23		s	ɔj	23
索	心	開	一	唐	入	精	宕		s	ok	5		s	ɔk	45		s	ɔk	45
數	生	開	二	江	入	莊	江		s	ok	6		s	ɔk	23		s	ɔk	23
朔	生	開	二	江	入	莊	江		s	ok	6		s	ɔk	23		s	ɔk	23
塑	心	開	一	模	去	精	遇		s	ok	6		s	ɔk	23		s	ɔk	23
索	心	開	一	唐	入	精	宕		s	ok	6		s	ɔk	23		s	ɔk	23
霜	生	開	三	陽	平	莊	宕		s	ong	1		s	ɔŋ	23		s	ɔŋ	23
雙	生	開	二	江	平	莊	江		s	ong	1		s	ɔŋ	23		s	ɔŋ	23
桑	心	開	一	唐	平	精	宕		s	ong	1		s	ɔŋ	23		s	ɔŋ	23
喪	心	開	一	唐	平	精	宕		s	ong	1		s	ɔŋ	23		s	ɔŋ	23
爽	生	開	三	陽	上	莊	宕		s	ong	3		s	ɔŋ	45		s	ɔŋ	45
賞	書	開	三	陽	上	章	宕		s	ong	3		s	ɔŋ	45		s	ɔŋ	45
嗓	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	ong	3		s	ɔŋ	45		s	ɔŋ	45
鬚	心	合	三	虞	平	精	遇		s	ou	1		s	ou	23		s	ow	23
數	生	合	三	虞	去	莊	遇		s	ou	1		s	ou	23		s	ow	23
酥	心	開	一	模	平	精	遇		s	ou	1		s	ou	23		s	ow	23
穌	心	開	一	模	平	精	遇		s	ou	1		s	ou	23		s	ow	23
蘇	心	開	一	模	平	精	遇		s	ou	1		s	ou	23		s	ow	23
素	心	開	一	模	去	精	遇		s	ou	1		s	ou	23		s	ow	23
訴	心	開	一	模	去	精	遇		s	ou	1		s	ou	23		s	ow	23
塑	心	開	一	模	去	精	遇		s	ou	1		s	ou	23		s	ow	23
塑	心	開	一	模	去	精	遇		s	ou	1		s	ou	23		s	ow	23
甦	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	ou	1		s	ou	23		s	ow	23
溯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	ou	1		s	ou	23		s	ow	23
漱	生	開	三	尤	去	莊	流		s	ou	1		s	ou	23		s	ow	23
搔	心	開	一	豪	平	精	效		s	ou	1		s	ou	23		s	ow	23
騷	心	開	一	豪	平	精	效		s	ou	1		s	ou	23		s	ow	23
掃	心	開	一	豪	上	精	效		s	ou	1		s	ou	23		s	ow	23
數	生	合	三	虞	上	莊	遇		s	ou	3		s	ou	45		s	ow	45
嫂	心	開	一	豪	上	精	效		s	ou	3		s	ou	45		s	ow	45
鬚	心	合	三	虞	平	精	遇		s	ou	2		s	ou	21		s	ow	21
歲	心	合	三	祭A	去	精	蟹		s	ui	1		s	ui	23		s	uj	23
稅	書	合	三	祭A	去	章	蟹		s	ui	1		s	ui	23		s	uj	23
說	書	合	三	祭A	去	章	蟹		s	ui	1		s	ui	23		s	uj	23
髓	心	合	三	支A	上	精	止		s	ui	1		s	ui	23		s	uj	23
雖	心	合	三	脂A	平	精	止		s	ui	1		s	ui	23		s	uj	23
衰	生	合	三	脂B	平	莊	止		s	ui	1		s	ui	23		s	uj	23
帥	生	合	三	脂B	去	莊	止		s	ui	1		s	ui	23		s	uj	23
緒	邪	開	三	魚	上	精	遇		s	ui	1		s	ui	23		s	uj	23
絮	心	開	三	魚	去	精	遇		s	ui	1		s	ui	23		s	uj	23
須	心	合	三	虞	平	精	遇		s	ui	1		s	ui	23		s	uj	23
需	心	合	三	虞	平	精	遇		s	ui	1		s	ui	23		s	uj	23
碎	心	合	一	灰	去	精	蟹		s	ui	1		s	ui	23		s	uj	23
綏									s	ui	1		s	ui	23		s	uj	23
水	書	合	三	脂A	上	章	止		s	ui	3		s	ui	45		s	uj	45
垂	常	合	三	支A	平	章	止		s	ui	2		s	ui	21		s	uj	21
誰	常	合	三	脂A	平	章	止		s	ui	2		s	ui	21		s	uj	21
瑞	常	合	三	支A	去	章	止		s	ui	4		s	ui	32		s	uj	32
睡	常	合	三	支A	去	章	止		s	ui	4		s	ui	32		s	uj	32
遂	邪	合	三	脂A	去	精	止		s	ui	4		s	ui	32		s	uj	32
隧	邪	合	三	脂A	去	精	止		s	ui	4		s	ui	32		s	uj	32
穗	邪	合	三	脂A	去	精	止		s	ui	4		s	ui	32		s	uj	32
粹	心	合	三	脂A	去	精	止		s	ui	4		s	ui	32		s	uj	32
祟	心	合	三	脂A	去	精	止		s	ui	4		s	ui	32		s	uj	32
邃	心	合	三	脂A	去	精	止		s	ui	4		s	ui	32		s	uj	32
萃	從	合	三	脂A	去	精	止		s	ui	4		s	ui	32		s	uj	32
悴	從	合	三	脂A	去	精	止		s	ui	4		s	ui	32		s	uj	32
墅	常	開	三	魚	上	章	遇		s	ui	4		s	ui	32		s	uj	32
淬	清	合	一	灰	去	精	蟹		s	ui	4		s	ui	32		s	uj	32
淑	常	開	三	東	入	章	通		s	uk	7		s	ʊk	32		s	ɔok	32
孰	常	開	三	東	入	章	通		s	uk	7		s	ʊk	32		s	ɔok	32
塾	常	開	三	東	入	章	通		s	uk	7		s	ʊk	32		s	ɔok	32
熟	常	開	三	東	入	章	通		s	uk	7		s	ʊk	32		s	ɔok	32
蜀	常	開	三	鍾	入	章	通		s	uk	7		s	ʊk	32		s	ɔok	32
屬	常	開	三	鍾	入	章	通		s	uk	7		s	ʊk	32		s	ɔok	32
