ID	汉字	注释	拼音	声母	韵母	声调
5547	體	无体无礼	thoinn2	th	oinn	2
5548	母	伯母	m2		m	2
5549	四	文读	su3	s	u	3
5550	四	音变	sɿ3	s	ɿ	3
5551	經	经网、经布	kenn1	k	enn	1
5552	辱	辱侬，凌辱人	hiok4	h	iok	4
5553	挂	挂纸，海门音	kui3	k	ui	3
5554	挂	久置，阴去变调做本调	khua5	kh	ua	5
5555	籠	灯笼	nang5	n	ang	5
5556	桃	桃溪，峡山地名	thou5	th	ou	5
5557	樅		tsang5	ts	ang	5
5558	天	天井	theng1	th	eng	1
5559	潁	陈店音	khueng2	kh	ueng	2
5560	折		tsek4	ts	ek	4
5561	叠	文读	tiap8	t	iap	8
5562	隻	船只	tsek4	ts	ek	4
5563	忌	做忌	ki7	k	i	7
5564	魁	文读	khui5	kh	ui	5
5565	葵	葵扇	khue5	kh	ue	5
5566	類		lui7	l	ui	7
5567	雙	田心音	siang1	s	iang	1
5568	遞	老派音不变调	ti5	t	i	5
	遞		ti6	t	i	6
5569	疏	注疏	so3	s	o	3
5570	爛	糜烂	nua7	n	ua	7
5571	調	调头，原路折返	tiau3	t	iau	3
5572	調	调位、调换	thiau2	th	iau	2
5573	液	手液	sioh8	s	ioh	8
5574	轉	转螺丝	dzuang2	dz	uang	2
5575	砂	束砂	sann1	s	ann	1
5576	聾	文读	long5	l	ong	5
5577	虞		ngo5	ng	o	5
5578	申	申公豹	sng1	s	ng	1
5579	剖		pho2	ph	o	2
5580	爭	文读	tseng1	ts	eng	1
5581	蓬	白读	pou5	p	ou	5
5582	机	花机，白读	kui1	k	ui	1
5583	美	陈世美，疑为膜潮剧音	mui2	m	ui	2
5584	美	美翼，白读	be2	b	e	2
5585	美	“尾”字地名雅化	bvue2	bv	ue	2
5586	環	游转	huainn1	h	uainn	1
5587	能	普宁东部潮阳腔音	neng5	n	eng	5
5588	漿	糖浆	tsionn6	ts	ionn	6
5589	郎	白读	nng5	n	ng	5
5590	和	和诗，文读	ho6	h	o	6
5591	背	背重	pi5	p	i	5
5592	背	背东背西	pa5	p	a	5
5593	快	快活	khuann3	kh	uann	3
5594	洞	洞箫	thong5	th	ong	5
5595	堆	白读	tu1	t	u	1
5596	庭	俗作“埕”	tiann5	t	iann	5
5597	浪	流浪	lo5	l	o	5
5598	葵	葵扇，普宁东潮阳腔白读	kue5	k	ue	5
5599	猝	陈店音	tsui6	ts	ui	6
5560	汝	文读	dzu2	dz	u	2
5561	擎	擎茶	khang5	kh	ang	5
5562	底	到底，文读促化	tih8	t	ih	8
5563	勞	刻苦劳	lu5	l	u	5
5564	援	握、持，白读	huann7	h	uann	7
5565	日	日昼	dzik4	dz	ik	4
5566	誓	咒誓，棉城音，白读	tsuann7	ts	uann	7
5567	咸	全部	ham5	h	am	5
5568	咸	包括	ham2	h	am	2
5569	茂	人名音，白读	bou7	b	ou	7
5570	讀	句读	tau7	t	au	7
5571	擇	择日	toh4	t	oh	4
5572	溯		sok4	s	ok	4
	溯		suak4	s	uak4	4
5573						
5574	星	零星，白读	sang1	s	ang	1
5575	老	老虎	nau6	n	au	6
5576	隔	文读	kek4	k	ek	4
5577	假	年假开，内山腔北派音，白读	kenn3	k	enn	3
5578	佃		thiang5	th	iang	5
5579	石	石叻，新加坡	sik8	s	ik	8
5580	石	石叻坡，新加坡，音译	sik4	s	ik	4
5581	翼	美翼，白读	iah8		iah	8
5582	翼	翼囝，白读	iah4		iah	4
5583	馬	马虎	ma1	m	a	1
5584	後	后生	hau6	h	au	6
5585	姐	井都、海门音	tsenn2	ts	enn	2
5586	魏		ngui7	ng	ui	7
5587	直	文读	tek8	t	ek	8
5588	轄	直辖，陈店音	khak4	kh	ak	4
5589	掛	挂纸，梦幻岛音	kui3	k	ui	3
5590	掛	久置	khua5	kh	ua	5
5591	分	过分	hung7	h	ung	7
5592	二	新文读	o6		o	6
5593	撥	白读	pfhuah4	pfh	uah	4
5594	肯	达濠音	kheng2	kh	eng	2
5595	縣	县太爷，疑为膜潮剧音、普宁东潮阳腔音	kuinn7	k	uinn	7
5596	惡	难	oh4		oh	4
5597	戀	梦幻岛音	luang2	l	uang	2
5598	販	成批估卖，白读	pfhuann3	pfh	uann	3
5599	判	白读	pfhuann3	pfh	uann	3
5600	無	南无阿弥陀佛	mo5	m	o	5
5601	比	可比	pi7	p	i	7
5602	比	可比	pik4	p	ik	4
5603	存	白读	tshng5	tsh	ng	5
5604	凖	梦幻岛音	tsng2	ts	ng	2
5605	粉	梦幻岛音	həŋ2	h	əng	2
5606	婚	梦幻岛音	həŋ1	h	əng	1
5607	君	梦幻岛音	kəŋ1	k	əng	1
5608	重	重阳	tang5	t	ang	5
5609	陷	陷害，峡山音	ham5	h	am	5
5610	蝸		ua1		ua	1
5611	拋	白读	pha1	ph	a	1
5612	底	到底，文读促化	tih8	t	ih	8
5613	你		lu2	l	u	2
5614	正	官正	tsiang3	ts	iang	3
5615	戳	戳破	tshuk4	tsh	uk	4
5616	棚		phang5	ph	ang	5
5617	麻	雀麻、麻醉	me5	m	e	5
5618	諧	谐和	hai1	h	ai	1
5619	沖		tshong1	tsh	ong	1
5620	沖		tshong3	tsh	ong	3
5621	沖	气味冲、蒸，替字	tsheng3	tsh	eng	3
5622	沖	语气很冲、植物长势快，替字	tshiong3	tsh	iong	3
5623	衝		tshong1	tsh	ong	1
5624	衝		tshong3	tsh	ong	3
5625	衝	气味冲、蒸，替字	tsheng3	tsh	eng	3
5626	衝	语气很冲、植物长势快	tshiong3	tsh	iong	3
5627	載	量词	tsai7	ts	ai	7
5628	載	记载、半载	tsai6	ts	ai	6
5629	夥	绌无伙、绌毋伙，相差无几	ua6		ua	2
5630	夥	绌毋伙，棉城音（峡山说绌毋mua6/mua3）	uah8		uah	8
5631	壤	山，白读	nio2	n	io	2
5632	刷	刷糍，文读	suah4	s	uah	4
5633	篾	文读	miak8	m	iak	8
5634	塵	筅尘，梦幻岛音	thng5	th	ng	5
5635	塵	筅尘，梦幻岛音	thəng5	th	əng	5
5636	莆	俗读	phou2	ph	ou	2
5637	可	宁可	khou2	kh	ou	2
5638	可	可汗	khiok4	kh	iok	4
5639	可	可以，鼻化增生	khonn2	kh	onn	2
5640	貧	贫惰，白读	pang5	p	ang	5
5641	技	特技，俗读	ki1	k	i	1
5642	六	六叩首，文读	liok8	l	iok	8
	六	六叩首，文读	lok8	l	ok	8
5643	底	疑问	ti7	t	i	7
5644	淘	淘洗，白读	to5	t	o	5
5645	罪	得罪	tso6	ts	o	6
5646	蝟		ui2		ui	2
5647	蝟	棉城音	ue3		ue	3
5648	猬		ui2		ui	2
5649	猬	棉城音	ue3		ue	3
5650	創	“刺（客）”本字	tshng3	tsh	ng	3
5651	腹	腹下、肚腹，又读	phak4	ph	ak	4
5652	簾	棉城又音	liam5	l	iam	5
5653	息	白读	sik4	s	ik	4
5654	御	棉城音	ngo6	ng	o	6
5655	穎	陈店音	kheng2	kh	ueng	2
5656	凝	陈店音	nging5	ng	ing	5
5657	供	供应，文读	kiong3	k	iong	3
5658	供	供神，白读	keng3	k	eng	3
5659	撇	棉城又音	phiak4	ph	iak	4
5660	枯	茶枯	khou1	kh	ou	1
5661	泡	泡沫，白读	pha6	ph	a	6
5662	沫	泡沫，白读	bvuah8	bv	uah	8
5663	圓	拜十圆，一种喜丧习俗，文读	uang5		uang	5
5664	遍	普遍	phiang3	ph	iang	3
5665	稱	对称	tsheng	tsh	eng	3
5666	稱	同“秤”	tshing3	tsh	ing	3
5667	尝	尝新米，白读	tshionn5	tsh	ionn	5
5668	潁	峡山音	theng2	th	eng	2
5669	吵		tsha2	tsh	a	2
5670	吵	吵吵吵（tsha5-tsha5-tshau1），俗读	tsha5	tsh	a	5
5671	雄	拍雄，白读	heng5	h	eng	5
5672	脫	又	thuh4	th	uh	4
5673	拼	本字“拚”	piann3	p	iann	3
5674	五		ngom2	ng	om	2
5675	傳	世传世	tng5	t	ng	5
5676	机	文读	ki1	k	i	1
5677	機	花机，白读	kui1	k	ui	1
5678	珊	珊瑚绒	sang1	s	ang	1
5679	姍		suang1	s	uang	1
5680	姍		sang1	s	ang	1
5681	柵		suang1	s	uang	1
5682	柵		sang1	s	ang	1
5683	伍	退伍，文读	ngu2	ng	u	2
5684	几	茶几，陈店音	khi2	kh	i	2
5685	華	日华，白读	hue1	h	ue	1
5686	崗	胪岗，潮阳地名，白读	kng1	k	ng	1
5687	抓	摸牌	tsa1	ts	a	1
5688	芥	芥蓝	kah4	k	ah	4
5689	芥	芥菜，白读	kua3	k	ua	3
5690	劈	劈开，白读	phoh4	ph	oh	4
5691	劈	劈开，白读	phiah4	ph	iah	4
5692	孔	洞，白读	khang2	kh	ang	2
5693	破	破费，文读	pho3	ph	o	3
5694	從	从厝，白读	tsheng5	tsh	eng	5
5695	錯	交错	tshak4	tsh	ak	4
5696	秧	芥蓝秧	ionn2		ionn	2
5697	乏	老派音	huap8	h	uap	8
5698	乏	乏食，白读	hak8	h	ak	8
5699	漲	涨水，白读	tionn3	t	ionn	3
5700	卑	卑微，文读	pfui1	pf	ui	1
5701	晝	昼暝（夜），文读	tiu2	t	iu	2
5702	晝	日昼，白读	tau3	t	au	3
5703	你	迷你，音译词	ni2	n	i	2
5703	跑	陈店音	phau2	ph	au	2
5704	塞	要塞	sai3	s	ai	3
5705	漫	la6漫，白读	mua7	m	ua	7
5706	慢	傲慢，文读	mang6	m	ang	6
5707	曬	晒入来，白读	se3	s	e	3
5708	平	使其变平、平仄	phenn5	ph	enn	5
5709	殺	消杀，老派文读	sak4	s	ak	4
5710	王	陈胜王	uang6		uang6	6
5711	軌	又	khui2	kh	ui	2
5712	日		dzik8	dz	ik	8
5713	史	姓氏音	sai2	s	ai	2
5714	嘗	尝下新	tshionn5	tsh	ionn	5
5715	祈	祈杯，用杯筊占卜	ki5	k	i	5
5716	識	标识	tsi3	ts	i	3
5717	零	一些	nang5	n	ang	5
5718	虎	棉城音	hom2	h	om	2
5719	淘	文读	thau5	th	au	5
5720	坎	坎坷	kham1	kh	am	1
5721	坎	胸坎	kam2	k	am	2
5722	窟		kuk4	k	uk	4
5723	蚶	血蚶	ham1	h	am	1
5724	斡		uak8		uak	8
5725	紅	女红	kang1	k	ang	1
5726	己	“妲己”又音，老派音	khi2	kh	i	2
5727	浙	浙江，老派音	tsiap4	ts	iap	4
5728	麻	嘴麻麻	ba5	b	a	5
5729	奴	“奴才”又读，老派音	nau5	n	au	5
5730	細	细--下囝，老派音	se3	s	e	3
5731	便	现成	piang7	p	iang	7
5732	溜	溜母槽，白读	lau3	l	au	3
5733	瓦	文读	ua2		ua	2
5734	瓦	瓦特，功率单位	ua1		ua	1
5735	媽		ma1	m	a	1
5736	三	一二三，老派文读	sang1	s	ang	1
5737	懷	怀胎，老派音	hai5	h	ai	5
5738	龍	蟮龙，壁虎，白读	nang5	n	ang	5
5739	蟲	冬虫夏草	tshang5	tsh	ang	5
5740	竹	山竹，老派文读	tok4	t	ok	4
5741	爽	绿豆爽，老派俗读	suang3	s	uang	3
5742	拉	拉屎拉尿	la5	l	a	5
5743	捲	龙捲（卷）风，训读	kauh4	k	auh	4
5744	辮	动词	pinn6	p	inn	6
5745	糙	文读	tshau3	tsh	au	3
	嬴		ueng1		ueng	1
	瀛		ueng1		ueng	1
	蘊	蕴含	ung2		ung2	2
	蘊	底蕴	ung7		ung7	7
	囥	文读	khang3	kh	ang	3
	囥	藏，白读	khng3	kh	ng	3
	皇	玉皇上帝	uang5		uang	5
	櫞	文读	uang5		uang	5
	櫞	香橼，白读	ng5		ng	5
	隍	文读	huang5	h	uang	5
	隍	白读	ng5		ng	5
	砣		tho5	th	o	5
	砣		to5	t	o	5
	垡	田地里的土块	pfhueh8	pfh	ueh	8
	錁	锞丝，一种纸钱	kho3	kh	o	3
	錠	锚	teng3	t	eng	3
	芼	芒萁	mo1	m	o	1
	襇	褶子	kainn2	k	ainn	2
	哮		hau2	h	au	2
	界	界明、舍四六界	koi3	k	oi	3
	旰	下旰，下午	kua3	k	ua	3
	蔭	荫益	im1		im	1
	聲	文读	seng1	s	eng	1
	癰	痈珠，白读	eng1		eng	1
	癰	文读	iong1		iong	1
	鱅	鳙鱼	siong5	s	iong	5
	蕹	蕹菜，空心菜	eng3		eng	3
