繁体字	简体字	国际音标	吴语拼音	备注		调类	调值							
呢	呢	ȵi24	gni2			2	24	gn	i	ȵ	i		gni2	ȵi24
妮	妮	ȵi24	gni2			2	24	gn	i	ȵ	i		gni2	ȵi24
毅	毅	ȵi213	gni6			6	213	gn	i	ȵ	i		gni6	ȵi213
羿	羿	ȵi213	gni6			6	213	gn	i	ȵ	i		gni6	ȵi213
裔	裔	ɦi213	yi6			6	213	y	i	ɦ	i		yi6	ɦi213
肄	肄	ɦi213	yi6			6	213	y	i	ɦ	i		yi6	ɦi213
懿	懿	i423	i5			5	423		i		i		i5	i423
瞖	瞖	i423	i5			5	423		i		i		i5	i423
萁	萁	dʑi24	ji2			2	24	j	i	dʑ	i		ji2	dʑi24
琪	琪	dʑi24	ji2			2	24	j	i	dʑ	i		ji2	dʑi24
淇	淇	dʑi24	ji2			2	24	j	i	dʑ	i		ji2	dʑi24
祺	祺	dʑi24	ji2			2	24	j	i	dʑ	i		ji2	dʑi24
麒	麒	dʑi24	ji2			2	24	j	i	dʑ	i		ji2	dʑi24
祈	祈	dʑi24	ji2			2	24	j	i	dʑ	i		ji2	dʑi24
圻	圻	dʑi24	ji2			2	24	j	i	dʑ	i		ji2	dʑi24
箕	箕	tɕi53	ci1			1	53	c	i	tɕ	i		ci1	tɕi53
薺	荠	zi24	zi2	荸~。		2	24	z	i	z	i		zi2	zi24
薺	荠	ziɑ31	zia4	~菜。		4	31	z	ia	z	iɑ		zia4	ziɑ31
霽	霁	tsi423	tsi5			5	423	ts	i	ts	i		tsi5	tsi423
既	既	tɕi423	ci5			5	423	c	i	tɕ	i		ci5	tɕi423
肌	肌	tɕi53	ci1			1	53	c	i	tɕ	i		ci1	tɕi53
冀	冀	tɕi423	ci5			5	423	c	i	tɕ	i		ci5	tɕi423
靡	靡	mi31	mi4			4	31	m	i	m	i		mi4	mi31
凄	凄	tsʰi53	tshi1			1	53	tsh	i	tsʰ	i		tshi1	tsʰi53
淒	淒	tsʰi53	tshi1			1	53	tsh	i	tsʰ	i		tshi1	tsʰi53
悽	悽	tsʰi53	tshi1			1	53	tsh	i	tsʰ	i		tshi1	tsʰi53
萋	萋	tsʰi53	tshi1			1	53	tsh	i	tsʰ	i		tshi1	tsʰi53
砌	砌	tsʰi423	tshi5			5	423	tsh	i	tsʰ	i		tshi5	tsʰi423
莉	莉	li213	li6			6	213	l	i	l	i		li6	li213
勵	励	li213	li6			6	213	l	i	l	i		li6	li213
藜	藜	li24	li2			2	24	l	i	l	i		li2	li24
厘	厘	li24	li2			2	24	l	i	l	i		li2	li24
勩	勚	ɦi213	yi6			6	213	y	i	ɦ	i		yi6	ɦi213
霏	霏	fi53	fi1			1	53	f	i	f	i		fi1	fi53
跛	跛	pu44	pu3			3	44	p	u	p	u		pu3	pu44
簸	簸	pu44	pu3	颠~。		3	44	p	u	p	u		pu3	pu44
簸	簸	pu423	pu5	~箕。		5	423	p	u	p	u		pu5	pu423
茉	茉	moʔ23	moq8			8	23	m	oq	m	oʔ		moq8	moʔ23
唾	唾	tʰɯ423	thou5			5	423	th	ou	tʰ	ɯ		thou5	tʰɯ423
椭	椭	tʰɯ44	thou3			3	44	th	ou	tʰ	ɯ		thou3	tʰɯ44
簰	簰	bɑ24	ba2			2	24	b	a	b	ɑ		ba2	bɑ24
簇	簇	tsʰoʔ5	tshoq7			7	5	tsh	oq	tsʰ	oʔ		tshoq7	tsʰoʔ5
訇	訇	hoŋ53	hon1			1	53	h	on	h	oŋ		hon1	hoŋ53
骰	骰	dᴇ24	dei2			2	24	d	ei	d	ᴇ		dei2	dᴇ24
耦	耦	ŋᴇ31	ngei4			4	31	ng	ei	ŋ	ᴇ		ngei4	ŋᴇ31
禺	禺	ȵi24	gni2			2	24	gn	i	ȵ	i		gni2	ȵi24
隅	隅	ȵi24	gni2			2	24	gn	i	ȵ	i		gni2	ȵi24
番	番	pʰɤ53	phoe1	~禺（广东地名）。		1	53	ph	oe	pʰ	ɤ		phoe1	pʰɤ53
鄱	鄱	bu24	bu2			2	24	b	u	b	u		bu2	bu24
莜	莜	ɦiɯ24	you2			2	24	y	ou	ɦ	iɯ		you2	ɦiɯ24
揪	揪	tsiɯ53	tsiou1			1	53	ts	iou	ts	iɯ		tsiou1	tsiɯ53
臼	臼	dʑiɯ31	jiou4			4	31	j	iou	dʑ	iɯ		jiou4	dʑiɯ31
鳩	鸠	tɕiɯ53	ciou1			1	53	c	iou	tɕ	iɯ		ciou1	tɕiɯ53
廄	厩	tɕiɯ423	ciou5			5	423	c	iou	tɕ	iɯ		ciou5	tɕiɯ423
咎	咎	dʑiɯ31	jiou4			4	31	j	iou	dʑ	iɯ		jiou4	dʑiɯ31
灸	灸	tɕiɯ44	ciou3			3	44	c	iou	tɕ	iɯ		ciou3	tɕiɯ44
玖	玖	tɕiɯ44	ciou3			3	44	c	iou	tɕ	iɯ		ciou3	tɕiɯ44
啾	啾	tsiɯ53	tsiou1			1	53	ts	iou	ts	iɯ		tsiou1	tsiɯ53
柩	柩	dʑiɯ213	jiou6			6	213	j	iou	dʑ	iɯ		jiou6	dʑiɯ213
疚	疚	tɕiɯ423	ciou5			5	423	c	iou	tɕ	iɯ		ciou5	tɕiɯ423
鷲	鹫	dziɯ213	dziou6			6	213	dz	iou	dz	iɯ		dziou6	dziɯ213
鬮	阄	tɕiɯ53	ciou1			1	53	c	iou	tɕ	iɯ		ciou1	tɕiɯ53
酋	酋	dziɯ24	dziou2			2	24	dz	iou	dz	iɯ		dziou2	dziɯ24
湫	湫	tsʰiɯ53	tshiou1			1	53	tsh	iou	tsʰ	iɯ		tshiou1	tsʰiɯ53
恘	恘	tɕʰiɯ53	chiou1	坏。		1	53	ch	iou	tɕʰ	iɯ		chiou1	tɕʰiɯ53
坵	坵	tɕʰiɯ53	chiou1			1	53	ch	iou	tɕʰ	iɯ		chiou1	tɕʰiɯ53
邱	邱	tɕʰiɯ53	chiou1			1	53	ch	iou	tɕʰ	iɯ		chiou1	tɕʰiɯ53
裘	裘	dʑiɯ24	jiou2			2	24	j	iou	dʑ	iɯ		jiou2	dʑiɯ24
俅	俅	dʑiɯ24	jiou2			2	24	j	iou	dʑ	iɯ		jiou2	dʑiɯ24
逑	逑	dʑiɯ24	jiou2			2	24	j	iou	dʑ	iɯ		jiou2	dʑiɯ24
鰍	鳅	tsʰiɯ53	tshiou1			1	53	tsh	iou	tsʰ	iɯ		tshiou1	tsʰiɯ53
虬	虬	dʑiɯ24	jiou2			2	24	j	iou	dʑ	iɯ		jiou2	dʑiɯ24
糗	糗	tɕʰiɯ44	chiou3			3	44	ch	iou	tɕʰ	iɯ		chiou3	tɕʰiɯ44
蚯	蚯	tɕʰiɯ53	chiou1			1	53	ch	iou	tɕʰ	iɯ		chiou1	tɕʰiɯ53
蚓	蚓	ɦiŋ31	yin4			4	31	y	in	ɦ	iŋ		yin4	ɦiŋ31
荀	荀	dziŋ24	dzin2			2	24	dz	in	dz	iŋ		dzin2	dziŋ24
殉	殉	dziŋ213	dzin6			6	213	dz	in	dz	iŋ		dzin6	dziŋ213
詢	询	siŋ53	sin1			1	53	s	in	s	iŋ		sin1	siŋ53
峋	峋	siŋ53	sin1			1	53	s	in	s	iŋ		sin1	siŋ53
洵	洵	siŋ53	sin1			1	53	s	in	s	iŋ		sin1	siŋ53
郇	郇	siŋ53	sin1			1	53	s	in	s	iŋ		sin1	siŋ53
郡	郡	dʑiŋ213	jin6			6	213	j	in	dʑ	iŋ		jin6	dʑiŋ213
駒	驹	tɕi53	ci1			1	53	c	i	tɕ	i		ci1	tɕi53
莒	莒	tɕi44	ci3			3	44	c	i	tɕ	i		ci3	tɕi44
菅	菅	tɕie53	cie1			1	53	c	ie	tɕ	ie		cie1	tɕie53
鑷	镊	ȵiɪʔ23	gniq8			8	23	gn	iq	ȵ	iɪʔ		gniq8	ȵiɪʔ23
躡	蹑	ȵiɪʔ23	gniq8			8	23	gn	iq	ȵ	iɪʔ		gniq8	ȵiɪʔ23
焗	焗	dʑioʔ23	jioq8			8	23	j	ioq	dʑ	ioʔ		jioq8	dʑioʔ23
桔	桔	tɕiɪʔ5	ciq7	~梗。		7	5	c	iq	tɕ	iɪʔ		ciq7	tɕiɪʔ5
岫	岫	ziɯ213	ziou6			6	213	z	iou	z	iɯ		ziou6	ziɯ213
佑	佑	iɯ423	iou5			5	423		iou		iɯ		iou5	iɯ423
誘	诱	ɦiɯ213	you6			6	213	y	ou	ɦ	iɯ		you6	ɦiɯ213
呦	呦	iɯ53	iou1			1	53		iou		iɯ		iou1	iɯ53
喲	哟	iɯ53	iou1			1	53		iou		iɯ		iou1	iɯ53
柚	柚	ɦiɯ213	you6			6	213	y	ou	ɦ	iɯ		you6	ɦiɯ213
魷	鱿	ɦiɯ24	you2			2	24	y	ou	ɦ	iɯ		you2	ɦiɯ24
酉	酉	ɦiɯ31	you4			4	31	y	ou	ɦ	iɯ		you4	ɦiɯ31
侑	侑	ɦiɯ213	you6			6	213	y	ou	ɦ	iɯ		you6	ɦiɯ213
宥	宥	ɦiɯ213	you6			6	213	y	ou	ɦ	iɯ		you6	ɦiɯ213
攸	攸	iɯ53	iou1			1	53		iou		iɯ		iou1	iɯ53
鼬	鼬	ɦiɯ213	you6			6	213	y	ou	ɦ	iɯ		you6	ɦiɯ213
銪	铕	ɦiɯ31	you4			4	31	y	ou	ɦ	iɯ		you4	ɦiɯ31
鈾	铀	ɦiɯ24	you2			2	24	y	ou	ɦ	iɯ		you2	ɦiɯ24
莠	莠	ɦiɯ31	you4			4	31	y	ou	ɦ	iɯ		you4	ɦiɯ31
熘	熘	liɯ53	liou1			1	53	l	iou	l	iɯ		liou1	liɯ53
蔞	蒌	lᴇ24	lei2			2	24	l	ei	l	ᴇ		lei2	lᴇ24
萎	萎	uᴇ44	uei3			3	44		uei		uᴇ		uei3	uᴇ44
崴	崴	uæ44	uae3			3	44		uae		uæ		uae3	uæ44
崴	崴	uᴇ53	uei1			1	53		uei		uᴇ		uei1	uᴇ53
硅	硅	kuᴇ53	kuei1			1	53	k	uei	k	uᴇ		kuei1	kuᴇ53
琿	珲	ɦuᴇ̃24	wen2	~春（吉林地名）。		2	24	w	en	ɦ	uᴇ̃		wen2	ɦuᴇ̃24
琿	珲	huᴇ53	huei1	瑷~（黑龙江地名）。		1	53	h	uei	h	uᴇ		huei1	huᴇ53
嚀	咛	ȵiŋ24	gnin2			2	24	gn	in	ȵ	iŋ		gnin2	ȵiŋ24
檸	柠	ȵiŋ24	gnin2			2	24	gn	in	ȵ	iŋ		gnin2	ȵiŋ24
檬	檬	moŋ24	mon2			2	24	m	on	m	oŋ		mon2	moŋ24
咚	咚	toŋ53	ton1			1	53	t	on	t	oŋ		ton1	toŋ53
彤	彤	doŋ24	don2			2	24	d	on	d	oŋ		don2	doŋ24
瞳	瞳	doŋ24	don2			2	24	d	on	d	oŋ		don2	doŋ24
曈	曈	doŋ24	don2			2	24	d	on	d	oŋ		don2	doŋ24
疃	疃	tʰɤ44	thoe3			3	44	th	oe	tʰ	ɤ		thoe3	tʰɤ44
穌	稣	sɯ53	sou1			1	53	s	ou	s	ɯ		sou1	sɯ53
蠕	蠕	ʐʯ24	zhyu2			2	24	zh	yu	ʐ	ʯ		zhyu2	ʐʯ24
邰	邰	tʰæ53	thae1			1	53	th	ae	tʰ	æ		thae1	tʰæ53
萊	莱	læ24	lae2			2	24	l	ae	l	æ		lae2	læ24
淶	涞	læ24	lae2			2	24	l	ae	l	æ		lae2	læ24
睞	睐	læ213	lae6			6	213	l	ae	l	æ		lae6	læ213
踩	踩	tsʰæ44	tshae3			3	44	tsh	ae	tsʰ	æ		tshae3	tsʰæ44
鈣	钙	kæ423	kae5			5	423	k	ae	k	æ		kae5	kæ423
噯	嗳	æ44	ae3			3	44		ae		æ		ae3	æ44
曖	暧	æ423	ae5			5	423		ae		æ		ae5	æ423
璦	瑷	æ423	ae5			5	423		ae		æ		ae5	æ423
藹	蔼	æ423	ae5			5	423		ae		æ		ae5	æ423
哎	哎	æ53	ae1			1	53		ae		æ		ae1	æ53
哎	哎	æ423	ae5			5	423		ae		æ		ae5	æ423
砹	砹	ŋæ213	ngae6			6	213	ng	ae	ŋ	æ		ngae6	ŋæ213
駭	骇	ɦæ31	ghae4			4	31	gh	ae	ɦ	æ		ghae4	ɦæ31
籟	籁	lɑ213	la6	【白读】		6	213	l	a	l	ɑ		la6	lɑ213
籟	籁	læ213	lae6	【文读】		6	213	l	ae	l	æ		lae6	læ213
棣	棣	di213	di6			6	213	d	i	d	i		di6	di213
犒	犒	kʰɔ423	khau5			5	423	kh	au	kʰ	ɔ		khau5	kʰɔ423
鰻	鳗	mɤ24	moe2			2	24	m	oe	m	ɤ		moe2	mɤ24
饅	馒	mɤ24	moe2			2	24	m	oe	m	ɤ		moe2	mɤ24
惋	惋	uɤ44	uoe3			3	44		uoe		uɤ		uoe3	uɤ44
諳	谙	ᴇ̃53	en1			1	53		en		ᴇ̃		en1	ᴇ̃53
黯	黯	ᴇ̃423	en5			5	423		en		ᴇ̃		en5	ᴇ̃423
桿	杆	kɤ44	koe3	秤~。		3	44	k	oe	k	ɤ		koe3	kɤ44
潁	颍	ɦiŋ31	yin4			4	31	y	in	ɦ	iŋ		yin4	ɦiŋ31
穎	颖	ɦiŋ31	yin4			4	31	y	in	ɦ	iŋ		yin4	ɦiŋ31
甾	甾	tsɿ53	tsy1			1	53	ts	y	ts	ɿ		tsy1	tsɿ53
淄	淄	tsɿ53	tsy1			1	53	ts	y	ts	ɿ		tsy1	tsɿ53
錙	锱	tsɿ53	tsy1			1	53	ts	y	ts	ɿ		tsy1	tsɿ53
熠	熠	ɦiɪʔ23	yiq8			8	23	y	iq	ɦ	iɪʔ		yiq8	ɦiɪʔ23
哇	哇	uɑ53	ua1			1	53		ua		uɑ		ua1	uɑ53
哇	哇	uɔ	uau						uau		uɔ		uau	uɔ
尉	尉	uᴇ423	uei5			5	423		uei		uᴇ		uei5	uᴇ423
尉	尉	ioʔ5	ioq7	~迟（复姓）。		7	5		ioq		ioʔ		ioq7	ioʔ5
蔚	蔚	uᴇ423	uei5			5	423		uei		uᴇ		uei5	uᴇ423
蔚	蔚	i423	i5	~县（河北地名）。		5	423		i		i		i5	i423
睿	睿	dzᴇ213	dzei6			6	213	dz	ei	dz	ᴇ		dzei6	dzᴇ213
璇	璇	dzie24	dzie2			2	24	dz	ie	dz	ie		dzie2	dzie24
漩	漩	dzie24	dzie2			2	24	dz	ie	dz	ie		dzie2	dzie24
漩	漩	dzie213	dzie6			6	213	dz	ie	dz	ie		dzie6	dzie213
碘	碘	tie44	tie3			3	44	t	ie	t	ie		tie3	tie44
郝	郝	hᴇʔ5	heq7			7	5	h	eq	h	ᴇʔ		heq7	hᴇʔ5
歙	歙	ʂᴇʔ5	sheq7	~县（安徽地名）。		7	5	sh	eq	ʂ	ᴇʔ		sheq7	ʂᴇʔ5
歙	歙	ɕiɪʔ5	shiq7			7	5	sh	iq	ɕ	iɪʔ		shiq7	ɕiɪʔ5
忻	忻	ɕiŋ53	shin1			1	53	sh	in	ɕ	iŋ		shin1	ɕiŋ53
淅	淅	siɪʔ5	siq7			7	5	s	iq	s	iɪʔ		siq7	siɪʔ5
宁	宁	dʐʯ31	jyu4			4	31	j	yu	dʐ	ʯ		jyu4	dʐʯ31
佇	伫	dʐʯ31	jyu4			4	31	j	yu	dʐ	ʯ		jyu4	dʐʯ31
貯	贮	dʐʯ31	jyu4			4	31	j	yu	dʐ	ʯ		jyu4	dʐʯ31
鶩	鹜	vu213	vu6			6	213	v	u	v	u		vu6	vu213
婺	婺	vu213	vu6			6	213	v	u	v	u		vu6	vu213
騖	骛	vu213	vu6			6	213	v	u	v	u		vu6	vu213
焱	焱	ɦie213	ye6			6	213	y	e	ɦ	ie		ye6	ɦie213
淼	淼	miɔ31	miau4			4	31	m	iau	m	iɔ		miau4	miɔ31
鑫	鑫	ɕiŋ53	shin1			1	53	sh	in	ɕ	iŋ		shin1	ɕiŋ53
叒	叒	ʐɑʔ23	zhaq8			8	23	zh	aq	ʐ	ɑʔ		zhaq8	ʐɑʔ23
叕	叕	tʂᴇʔ5	ceq7			7	5	c	eq	tʂ	ᴇʔ		ceq7	tʂᴇʔ5
痞	痞	pʰi44	phi3			3	44	ph	i	pʰ	i		phi3	pʰi44
胯	胯	kʰu423	khu5			5	423	kh	u	kʰ	u		khu5	kʰu423
袴	袴	kʰu423	khu5			5	423	kh	u	kʰ	u		khu5	kʰu423
絝	绔	kʰu423	khu5			5	423	kh	u	kʰ	u		khu5	kʰu423
輔	辅	fu44	fu3			3	44	f	u	f	u		fu3	fu44
齲	龋	tɕʰi44	chi3			3	44	ch	i	tɕʰ	i		chi3	tɕʰi44
祛	祛	tɕʰi53	chi1			1	53	ch	i	tɕʰ	i		chi1	tɕʰi53
砝	砝	faʔ5	faeq7			7	5	f	aeq	f	aʔ		faeq7	faʔ5
顱	颅	lɯ24	lou2			2	24	l	ou	l	ɯ		lou2	lɯ24
瀘	泸	lɯ24	lou2			2	24	l	ou	l	ɯ		lou2	lɯ24
鱸	鲈	lɯ24	lou2			2	24	l	ou	l	ɯ		lou2	lɯ24
潞	潞	lɯ213	lou6			6	213	l	ou	l	ɯ		lou6	lɯ213
璐	璐	lɯ213	lou6			6	213	l	ou	l	ɯ		lou6	lɯ213
鶻	鹘	ɦuoʔ23	woq8			8	23	w	oq	ɦ	uoʔ		woq8	ɦuoʔ23
瀣	瀣	ɦie213	ye6	【文读】		6	213	y	e	ɦ	ie		ye6	ɦie213
骷	骷	kʰu53	khu1			1	53	kh	u	kʰ	u		khu1	kʰu53
髏	髅	lᴇ24	lei2			2	24	l	ei	l	ᴇ		lei2	lᴇ24
詬	诟	kᴇ423	kei5			5	423	k	ei	k	ᴇ		kei5	kᴇ423
垢	垢	kᴇ423	kei5			5	423	k	ei	k	ᴇ		kei5	kᴇ423
逗	逗	dᴇ213	dei6			6	213	d	ei	d	ᴇ		dei6	dᴇ213
痘	痘	dᴇ213	dei6			6	213	d	ei	d	ᴇ		dei6	dᴇ213
琅	琅	lɒ̃24	laon2			2	24	l	aon	l	ɒ̃		laon2	lɒ̃24
瑯	瑯	lɒ̃24	laon2			2	24	l	aon	l	ɒ̃		laon2	lɒ̃24
埌	埌	lɒ̃213	laon6			6	213	l	aon	l	ɒ̃		laon6	lɒ̃213
閬	阆	lɒ̃213	laon6			6	213	l	aon	l	ɒ̃		laon6	lɒ̃213
塱	塱	lɒ̃31	laon4			4	31	l	aon	l	ɒ̃		laon4	lɒ̃31
郎	郎	lɒ̃24	laon2			2	24	l	aon	l	ɒ̃		laon2	lɒ̃24
朗	朗	lɒ̃31	laon4			4	31	l	aon	l	ɒ̃		laon4	lɒ̃31
螂	螂	lɒ̃24	laon2			2	24	l	aon	l	ɒ̃		laon2	lɒ̃24
啷	啷	lɒ̃53	laon1	形容骑马声。		1	53	l	aon	l	ɒ̃		laon1	lɒ̃53
誏	誏	lɒ̃53	laon1			1	53	l	aon	l	ɒ̃		laon1	lɒ̃53
瓤	瓤	nɒ̃24	naon2			2	24	n	aon	n	ɒ̃		naon2	nɒ̃24
襠	裆	tɒ̃53	taon1			1	53	t	aon	t	ɒ̃		taon1	tɒ̃53
擋	挡	tɒ̃44	taon3			3	44	t	aon	t	ɒ̃		taon3	tɒ̃44
檔	档	tɒ̃423	taon5			5	423	t	aon	t	ɒ̃		taon5	tɒ̃423
趟	趟	tʰɒ̃423	thaon5			5	423	th	aon	tʰ	ɒ̃		thaon5	tʰɒ̃423
棠	棠	dɒ̃24	daon2			2	24	d	aon	d	ɒ̃		daon2	dɒ̃24
螳	螳	dɒ̃24	daon2			2	24	d	aon	d	ɒ̃		daon2	dɒ̃24
趤	趤	dɒ̃213	daon6			6	213	d	aon	d	ɒ̃		daon6	dɒ̃213
餉	饷	ɕiã423	shian5			5	423	sh	ian	ɕ	iã		shian5	ɕiã423
韁	缰	tɕiã53	cian1			1	53	c	ian	tɕ	iã		cian1	tɕiã53
繮	繮	tɕiã53	cian1			1	53	c	ian	tɕ	iã		cian1	tɕiã53
殃	殃	iã53	ian1			1	53		ian		iã		ian1	iã53
瘍	疡	ɦiã24	yan2			2	24	y	an	ɦ	iã		yan2	ɦiã24
沱	沱	dɯ24	dou2			2	24	d	ou	d	ɯ		dou2	dɯ24
鴕	鸵	dɯ24	dou2			2	24	d	ou	d	ɯ		dou2	dɯ24
柯	柯	kʰɯ53	khou1			1	53	kh	ou	kʰ	ɯ		khou1	kʰɯ53
坷	坷	kʰɯ44	khou3	坎~。		3	44	kh	ou	kʰ	ɯ		khou3	kʰɯ44
坷	坷	kʰᴇʔ5	kheq7	金~垃。		7	5	kh	eq	kʰ	ᴇʔ		kheq7	kʰᴇʔ5
抲	抲	kʰɑ53	kha1			1	53	kh	a	kʰ	ɑ		kha1	kʰɑ53
滂	滂	pʰɒ̃53	phaon1			1	53	ph	aon	pʰ	ɒ̃		phaon1	pʰɒ̃53
蒡	蒡	pɒ̃423	paon5			5	423	p	aon	p	ɒ̃		paon5	pɒ̃423
傍	傍	bɒ̃213	baon6			6	213	b	aon	b	ɒ̃		baon6	bɒ̃213
彷	彷	bɒ̃24	baon2			2	24	b	aon	b	ɒ̃		baon2	bɒ̃24
膀	膀	pɒ̃44	paon3	肩~。		3	44	p	aon	p	ɒ̃		paon3	pɒ̃44
膀	膀	bɒ̃24	baon2	~胱。		2	24	b	aon	b	ɒ̃		baon2	bɒ̃24
髈	髈	pʰɒ̃44	phaon3	蹄~。		3	44	ph	aon	pʰ	ɒ̃		phaon3	pʰɒ̃44
贓	赃	tsɒ̃53	tsaon1			1	53	ts	aon	ts	ɒ̃		tsaon1	tsɒ̃53
髒	脏	tsɒ̃53	tsaon1	肮~。		1	53	ts	aon	ts	ɒ̃		tsaon1	tsɒ̃53
臟	脏	dzɒ̃213	dzaon6	内~。		6	213	dz	aon	dz	ɒ̃		dzaon6	dzɒ̃213
妝	妆	tsɒ̃53	tsaon1			1	53	ts	aon	ts	ɒ̃		tsaon1	tsɒ̃53
蟑	蟑	tsɒ̃53	tsaon1			1	53	ts	aon	ts	ɒ̃		tsaon1	tsɒ̃53
璋	璋	tsɒ̃53	tsaon1			1	53	ts	aon	ts	ɒ̃		tsaon1	tsɒ̃53
彰	彰	tsɒ̃53	tsaon1			1	53	ts	aon	ts	ɒ̃		tsaon1	tsɒ̃53
嶂	嶂	tsɒ̃423	tsaon5			5	423	ts	aon	ts	ɒ̃		tsaon5	tsɒ̃423
葬	葬	tsɒ̃423	tsaon5			5	423	ts	aon	ts	ɒ̃		tsaon5	tsɒ̃423
莽	莽	mɒ̃31	maon4			4	31	m	aon	m	ɒ̃		maon4	mɒ̃31
娼	娼	tsʰɒ̃53	tshaon1			1	53	tsh	aon	tsʰ	ɒ̃		tshaon1	tsʰɒ̃53
艙	舱	tsʰɒ̃53	tshaon1			1	53	tsh	aon	tsʰ	ɒ̃		tshaon1	tsʰɒ̃53
滄	沧	tsʰɒ̃53	tshaon1			1	53	tsh	aon	tsʰ	ɒ̃		tshaon1	tsʰɒ̃53
菖	菖	tsʰɒ̃53	tshaon1			1	53	tsh	aon	tsʰ	ɒ̃		tshaon1	tsʰɒ̃53
猖	猖	tsʰɒ̃53	tshaon1			1	53	tsh	aon	tsʰ	ɒ̃		tshaon1	tsʰɒ̃53
鯧	鲳	tsʰɒ̃53	tshaon1			1	53	tsh	aon	tsʰ	ɒ̃		tshaon1	tsʰɒ̃53
闖	闯	tsʰɒ̃44	tshaon3			3	44	tsh	aon	tsʰ	ɒ̃		tshaon3	tsʰɒ̃44
倡	倡	tsʰɒ̃423	tshaon5			5	423	tsh	aon	tsʰ	ɒ̃		tshaon5	tsʰɒ̃423
磉	磉	sɒ̃44	saon3			3	44	s	aon	s	ɒ̃		saon3	sɒ̃44
嗓	嗓	sɒ̃44	saon3			3	44	s	aon	s	ɒ̃		saon3	sɒ̃44
搡	搡	sɒ̃44	saon3			3	44	s	aon	s	ɒ̃		saon3	sɒ̃44
豇	豇	kɒ̃53	kaon1			1	53	k	aon	k	ɒ̃		kaon1	kɒ̃53
崗	岗	kɒ̃53	kaon1			1	53	k	aon	k	ɒ̃		kaon1	kɒ̃53
肛	肛	kɒ̃53	kaon1			1	53	k	aon	k	ɒ̃		kaon1	kɒ̃53
炕	炕	kʰɒ̃423	khaon5			5	423	kh	aon	kʰ	ɒ̃		khaon5	kʰɒ̃423
骯	骯	ɒ̃53	aon1	~三（品质差，令人不快或失望）。		1	53		aon		ɒ̃		aon1	ɒ̃53
肮	肮	ɒ̃53	aon1			1	53		aon		ɒ̃		aon1	ɒ̃53
沆	沆	ɦɒ̃31	ghaon4			4	31	gh	aon	ɦ	ɒ̃		ghaon4	ɦɒ̃31
夯	夯	hɒ̃53	haon1			1	53	h	aon	h	ɒ̃		haon1	hɒ̃53
亢	亢	kʰɒ̃423	khaon5			5	423	kh	aon	kʰ	ɒ̃		khaon5	kʰɒ̃423
笐	笐	ɦɒ̃213	ghaon6			6	213	gh	aon	ɦ	ɒ̃		ghaon6	ɦɒ̃213
胱	胱	kuɒ̃53	kuaon1			1	53	k	uaon	k	uɒ̃		kuaon1	kuɒ̃53
怳	恍	huɒ̃44	huaon3			3	44	h	uaon	h	uɒ̃		huaon3	huɒ̃44
惚	惚	huoʔ5	huoq7			7	5	h	uoq	h	uoʔ		huoq7	huoʔ5
煌	煌	ɦuɒ̃24	waon2			2	24	w	aon	ɦ	uɒ̃		waon2	ɦuɒ̃24
璜	璜	ɦuɒ̃24	waon2			2	24	w	aon	ɦ	uɒ̃		waon2	ɦuɒ̃24
磺	磺	ɦuɒ̃24	waon2			2	24	w	aon	ɦ	uɒ̃		waon2	ɦuɒ̃24
潢	潢	ɦuɒ̃24	waon2			2	24	w	aon	ɦ	uɒ̃		waon2	ɦuɒ̃24
徨	徨	ɦuɒ̃24	waon2			2	24	w	aon	ɦ	uɒ̃		waon2	ɦuɒ̃24
遑	遑	ɦuɒ̃24	waon2			2	24	w	aon	ɦ	uɒ̃		waon2	ɦuɒ̃24
惶	惶	ɦuɒ̃24	waon2			2	24	w	aon	ɦ	uɒ̃		waon2	ɦuɒ̃24
幌	幌	ɦuɒ̃31	waon4			4	31	w	aon	ɦ	uɒ̃		waon4	ɦuɒ̃31
篁	篁	ɦuɒ̃24	waon2			2	24	w	aon	ɦ	uɒ̃		waon2	ɦuɒ̃24
蝗	蝗	ɦuɒ̃24	waon2			2	24	w	aon	ɦ	uɒ̃		waon2	ɦuɒ̃24
隍	隍	ɦuɒ̃24	waon2			2	24	w	aon	ɦ	uɒ̃		waon2	ɦuɒ̃24
凰	凰	ɦuɒ̃24	waon2			2	24	w	aon	ɦ	uɒ̃		waon2	ɦuɒ̃24
枉	枉	uɒ̃44	uaon3			3	44		uaon		uɒ̃		uaon3	uɒ̃44
魑	魑	tʂʰʯ53	chyu1			1	53	ch	yu	tʂʰ	ʯ		chyu1	tʂʰʯ53
魅	魅	mᴇ213	mei6			6	213	m	ei	m	ᴇ		mei6	mᴇ213
魍	魍	mɒ̃31	maon4			4	31	m	aon	m	ɒ̃		maon4	mɒ̃31
魎	魉	liã31	lian4			4	31	l	ian	l	iã		lian4	liã31
迸	迸	pã423	pan5			5	423	p	an	p	ã		pan5	pã423
湓	湓	bᴇ̃24	ben2			2	24	b	en	b	ᴇ̃		ben2	bᴇ̃24
芬	芬	fᴇ̃53	fen1			1	53	f	en	f	ᴇ̃		fen1	fᴇ̃53
汶	汶	vᴇ̃213	ven6			6	213	v	en	v	ᴇ̃		ven6	vᴇ̃213
雯	雯	vᴇ̃24	ven2			2	24	v	en	v	ᴇ̃		ven2	vᴇ̃24
