正體	简体	国际音标（丰利）	声调符号	国际音标带调（丰利）	调值	调类	泰如拼音（丰利）	泰如拼音带调（丰利）	备注
換	换	ʊ̃ᵘ̃	˧	ʊ̃ᵘ̃˧	33	6	un	un6	白讀
岸	岸	ʊ̃ᵘ̃	˧	ʊ̃ᵘ̃˧	33	6	un	un6	
污	污	ʋ̩	˨˩	ʋ̩˨˩	21	1	v	v1	
烏	乌	ʋ̩	˨˩	ʋ̩˨˩	21	1	v	v1	
汙	污	ʋ̩	˨˩	ʋ̩˨˩	21	1	v	v1	
無	无	ʋ̩	˨˦	ʋ̩˨˦	24	2	v	v2	
胡	胡	ʋ̩	˨˦	ʋ̩˨˦	24	2	v	v2	～蜂兒
吳	吴	ʋ̩	˨˦	ʋ̩˨˦	24	2	v	v2	
吾	吾	ʋ̩	˨˦	ʋ̩˨˦	24	2	v	v2	
梧	梧	ʋ̩	˨˦	ʋ̩˨˦	24	2	v	v2	
蜈	蜈	ʋ̩	˨˦	ʋ̩˨˦	24	2	v	v2	
五	五	ʋ̩	˧˨˨	ʋ̩˧˨˨	322	3	v	v3	
武	武	ʋ̩	˧˨˨	ʋ̩˧˨˨	322	3	v	v3	
午	午	ʋ̩	˧˨˨	ʋ̩˧˨˨	322	3	v	v3	
舞	舞	ʋ̩	˧˨˨	ʋ̩˧˨˨	322	3	v	v3	
伍	伍	ʋ̩	˧˨˨	ʋ̩˧˨˨	322	3	v	v3	
捂	捂	ʋ̩	˧˨˨	ʋ̩˧˨˨	322	3	v	v3	
鵡	鹉	ʋ̩	˧˨˨	ʋ̩˧˨˨	322	3	v	v3	
惡	恶	ʋ̩	˦˥	ʋ̩˦˥	45	5	v	v5	
霧	雾	ʋ̩	˦˥	ʋ̩˦˥	45	5	v	v5	
焐	焐	ʋ̩	˦˥	ʋ̩˦˥	45	5	v	v5	
務	务	ʋ̩	˧	ʋ̩˧	33	6	v	v6	
誤	误	ʋ̩	˧	ʋ̩˧	33	6	v	v6	
悟	悟	ʋ̩	˧	ʋ̩˧	33	6	v	v6	
戶	户	ʋ̩	˧	ʋ̩˧	33	6	v	v6	白讀
戊	戊	ʋ̩	˧	ʋ̩˧	33	6	v	v6	
蛙	蛙	ʋɑ	˨˩	ʋɑ˨˩	21	1	va	va1	
窪	洼	ʋɑ	˨˩	ʋɑ˨˩	21	1	va	va1	
娃	娃	ʋɑ	˨˦	ʋɑ˨˦	24	2	va	va2	
划	划	ʋɑ	˨˦	ʋɑ˨˦	24	2	va	va2	白讀
瓦	瓦	ʋɑ	˧˨˨	ʋɑ˧˨˨	322	3	va	va3	
蝸	蜗	ʋɑ	˧˨˨	ʋɑ˧˨˨	322	3	va	va3	
搲	搲	ʋɑ	˧˨˨	ʋɑ˧˨˨	322	3	va	va3	舀
凹	凹	ʋɑ	˦˥	ʋɑ˦˥	45	5	va	va5	地名，～桥村
劃	划	ʋɑ	˧	ʋɑ˧	33	6	va	va6	白讀
畫	画	ʋɑ	˧	ʋɑ˧	33	6	va	va6	白讀
崴	崴	ʋɛ	˨˩	ʋɛ˨˩	21	1	vae	vae1	
歪	歪	ʋɛ	˨˩	ʋɛ˨˩	21	1	vae	vae1	
𲀊	𲀊	ʋɛ	˨˩	ʋɛ˨˩	21	1	vae	vae1	
𱿯	𱿯	ʋɛ	˨˩	ʋɛ˨˩	21	1	vae	vae1	
懷	怀	ʋɛ	˨˦	ʋɛ˨˦	24	2	vae	vae2	白讀
外	外	ʋɛ	˧	ʋɛ˧	33	6	vae	vae6	
挖	挖	ʋʲɛʔ	˦˥	ʋʲɛʔ˦˥	45	7	vaeh	vaeh7	
襪	袜	ʋʲɛʔ	˧	ʋʲɛʔ˧	33	8	vaeh	vaeh8	
敌	敌	ʋʲɛʔ	˧	ʋʲɛʔ˧	33	8	vaeh	vaeh8	
滑	滑	ʋʲɛʔ	˧	ʋʲɛʔ˧	33	8	vaeh	vaeh8	
灣	湾	ʋʲɛ̃	˨˩	ʋʲɛ̃˨˩	21	1	vaen	vaen1	
彎	弯	ʋʲɛ̃	˨˩	ʋʲɛ̃˨˩	21	1	vaen	vaen1	
玩	玩	ʋʲɛ̃	˨˦	ʋʲɛ̃˨˦	24	2	vaen	vaen2	
頑	顽	ʋʲɛ̃	˨˦	ʋʲɛ̃˨˦	24	2	vaen	vaen2	
晚	晚	ʋʲɛ̃	˧˨˨	ʋʲɛ̃˧˨˨	322	3	vaen	vaen3	
彎	弯	ʋʲɛ̃	˦˥	ʋʲɛ̃˦˥	45	5	vaen	vaen5	繞道
萬	万	ʋʲɛ̃	˧	ʋʲɛ̃˧	33	6	vaen	vaen6	
握	握	ʋaʔ	˦˥	ʋaʔ˦˥	45	7	vah	vah7	
霍	霍	ʋaʔ	˦˥	ʋaʔ˦˥	45	7	vah	vah7	～閃
凹	凹	ʋaʔ	˦˥	ʋaʔ˦˥	45	7	vah	vah7	
霍	霍	ʋaʔ	˧	ʋaʔ˧	33	8	vah	vah8	～動
汪	汪	ʋã	˨˩	ʋã˨˩	21	1	van	van1	
王	王	ʋã	˨˦	ʋã˨˦	24	2	van	van2	
黃	黄	ʋã	˨˦	ʋã˨˦	24	2	van	van2	白讀
亡	亡	ʋã	˨˦	ʋã˨˦	24	2	van	van2	
往	往	ʋã	˧˨˨	ʋã˧˨˨	322	3	van	van3	
網	网	ʋã	˧˨˨	ʋã˧˨˨	322	3	van	van3	
枉	枉	ʋã	˧˨˨	ʋã˧˨˨	322	3	van	van3	
旺	旺	ʋã	˦˥	ʋã˦˥	45	5	van	van5	
望	望	ʋã	˧	ʋã˧	33	6	van	van6	
忘	忘	ʋã	˧	ʋã˧	33	6	van	van6	
旺	旺	ʋã	˧	ʋã˧	33	6	van	van6	
𩑦	𬱕	ʋəʔ	˦˥	ʋəʔ˦˥	45	7	veh	veh7	淹沒
捥	捥	ʋəʔ	˦˥	ʋəʔ˦˥	45	7	veh	veh7	扭，掰
勿	勿	ʋəʔ	˧	ʋəʔ˧	33	8	veh	veh8	
物	物	ʋəʔ	˧	ʋəʔ˧	33	8	veh	veh8	
𣝗	核	ʋəʔ	˧	ʋəʔ˧	33	8	veh	veh8	白讀
威	威	ʋəɪ	˨˩	ʋəɪ˨˩	21	1	vei	vei1	
煨	煨	ʋəɪ	˨˩	ʋəɪ˨˩	21	1	vei	vei1	
為	为	ʋəɪ	˨˦	ʋəɪ˨˦	24	2	vei	vei2	
維	维	ʋəɪ	˨˦	ʋəɪ˨˦	24	2	vei	vei2	
圍	围	ʋəɪ	˨˦	ʋəɪ˨˦	24	2	vei	vei2	
微	微	ʋəɪ	˨˦	ʋəɪ˨˦	24	2	vei	vei2	
危	危	ʋəɪ	˨˦	ʋəɪ˨˦	24	2	vei	vei2	
唯	唯	ʋəɪ	˨˦	ʋəɪ˨˦	24	2	vei	vei2	
違	违	ʋəɪ	˨˦	ʋəɪ˨˦	24	2	vei	vei2	
喂	喂	ʋəɪ	˨˦	ʋəɪ˨˦	24	2	vei	vei2	
韋	韦	ʋəɪ	˨˦	ʋəɪ˨˦	24	2	vei	vei2	
惟	惟	ʋəɪ	˨˦	ʋəɪ˨˦	24	2	vei	vei2	
薇	薇	ʋəɪ	˨˦	ʋəɪ˨˦	24	2	vei	vei2	
委	委	ʋəɪ	˧˨˨	ʋəɪ˧˨˨	322	3	vei	vei3	
偉	伟	ʋəɪ	˧˨˨	ʋəɪ˧˨˨	322	3	vei	vei3	
尾	尾	ʋəɪ	˧˨˨	ʋəɪ˧˨˨	322	3	vei	vei3	
緯	纬	ʋəɪ	˧˨˨	ʋəɪ˧˨˨	322	3	vei	vei3	
偽	伪	ʋəɪ	˧˨˨	ʋəɪ˧˨˨	322	3	vei	vei3	
慰	慰	ʋəɪ	˦˥	ʋəɪ˦˥	45	5	vei	vei5	
畏	畏	ʋəɪ	˦˥	ʋəɪ˦˥	45	5	vei	vei5	
餵	喂	ʋəɪ	˦˥	ʋəɪ˦˥	45	5	vei	vei5	
胃	胃	ʋəɪ	˦˥	ʋəɪ˦˥	45	5	vei	vei5	
為	为	ʋəɪ	˧	ʋəɪ˧	33	6	vei	vei6	
位	位	ʋəɪ	˧	ʋəɪ˧	33	6	vei	vei6	
未	未	ʋəɪ	˧	ʋəɪ˧	33	6	vei	vei6	
衛	卫	ʋəɪ	˧	ʋəɪ˧	33	6	vei	vei6	
味	味	ʋəɪ	˧	ʋəɪ˧	33	6	vei	vei6	
謂	谓	ʋəɪ	˧	ʋəɪ˧	33	6	vei	vei6	
蝟	猬	ʋəɪ	˧	ʋəɪ˧	33	6	vei	vei6	
溫	温	ʋəŋ	˨˩	ʋəŋ˨˩	21	1	ven	ven1	
瘟	瘟	ʋəŋ	˨˩	ʋəŋ˨˩	21	1	ven	ven1	
文	文	ʋəŋ	˨˦	ʋəŋ˨˦	24	2	ven	ven2	
聞	闻	ʋəŋ	˨˦	ʋəŋ˨˦	24	2	ven	ven2	
紋	纹	ʋəŋ	˨˦	ʋəŋ˨˦	24	2	ven	ven2	
蚊	蚊	ʋəŋ	˨˦	ʋəŋ˨˦	24	2	ven	ven2	
穩	稳	ʋəŋ	˧˨˨	ʋəŋ˧˨˨	322	3	ven	ven3	
吻	吻	ʋəŋ	˧˨˨	ʋəŋ˧˨˨	322	3	ven	ven3	
問	问	ʋəŋ	˧	ʋəŋ˧	33	6	ven	ven6	
屋	屋	ʋɔʔ	˦˥	ʋɔʔ˦˥	45	7	voh	voh7	
沃	沃	ʋɔʔ	˦˥	ʋɔʔ˦˥	45	7	voh	voh7	
喔	喔	ʋɔʔ	˦˥	ʋɔʔ˦˥	45	7	voh	voh7	
翁	翁	ʋɔŋ	˨˩	ʋɔŋ˨˩	21	1	von	von1	
嗡	嗡	ʋɔŋ	˨˩	ʋɔŋ˨˩	21	1	von	von1	
橫	横	ʋɔŋ	˨˦	ʋɔŋ˨˦	24	2	von	von2	白讀
𨞑	𨞑	ʋɔŋ	˦˥	ʋɔŋ˦˥	45	5	von	von5	漚臭味
瓮	瓮	ʋɔŋ	˦˥	ʋɔŋ˦˥	45	5	von	von5	
橫	横	ʋɔŋ	˧	ʋɔŋ˧	33	6	von	von6	白讀
西	西	ʃɨᶨ	˨˩	ʃɨᶨ˨˩	21	1	xi	xi1	
希	希	ʃɨᶨ	˨˩	ʃɨᶨ˨˩	21	1	xi	xi1	
稀	稀	ʃɨᶨ	˨˩	ʃɨᶨ˨˩	21	1	xi	xi1	
犧	牺	ʃɨᶨ	˨˩	ʃɨᶨ˨˩	21	1	xi	xi1	
嘻	嘻	ʃɨᶨ	˨˩	ʃɨᶨ˨˩	21	1	xi	xi1	
栖	栖	ʃɨᶨ	˨˩	ʃɨᶨ˨˩	21	1	xi	xi1	
嬉	嬉	ʃɨᶨ	˨˩	ʃɨᶨ˨˩	21	1	xi	xi1	
犀	犀	ʃɨᶨ	˨˩	ʃɨᶨ˨˩	21	1	xi	xi1	
譆	嘻	ʃɨᶨ	˨˩	ʃɨᶨ˨˩	21	1	xi	xi1	
史	史	ʃɨᶨ	˧˨˨	ʃɨᶨ˧˨˨	322	3	xi	xi3	姓氏避諱音
喜	喜	ʃɨᶨ	˧˨˨	ʃɨᶨ˧˨˨	322	3	xi	xi3	
洗	洗	ʃɨᶨ	˧˨˨	ʃɨᶨ˧˨˨	322	3	xi	xi3	
徙	徙	ʃɨᶨ	˧˨˨	ʃɨᶨ˧˨˨	322	3	xi	xi3	
細	细	ʃɨᶨ	˦˥	ʃɨᶨ˦˥	45	5	xi	xi5	
戲	戏	ʃɨᶨ	˦˥	ʃɨᶨ˦˥	45	5	xi	xi5	
系	系	ʃɨᶨ	˧	ʃɨᶨ˧	33	6	xi	xi6	
係	系	ʃɨᶨ	˧	ʃɨᶨ˧	33	6	xi	xi6	
繫	系	ʃɨᶨ	˧	ʃɨᶨ˧	33	6	xi	xi6	
蝦	虾	ɕiɑ	˨˩	ɕiɑ˨˩	21	1	xia	xia1	文讀
些	些	ɕiɑ	˨˩	ɕiɑ˨˩	21	1	xia	xia1	
霞	霞	ɕiɑ	˨˦	ɕiɑ˨˦	24	2	xia	xia2	文讀
暇	暇	ɕiɑ	˨˦	ɕiɑ˨˦	24	2	xia	xia2	
遐	遐	ɕiɑ	˨˦	ɕiɑ˨˦	24	2	xia	xia2	
瑕	瑕	ɕiɑ	˨˦	ɕiɑ˨˦	24	2	xia	xia2	
寫	写	ɕiɑ	˧˨˨	ɕiɑ˧˨˨	322	3	xia	xia3	
寫	写	ɕiɑ	˦˥	ɕiɑ˦˥	45	5	xia	xia5	～意
卸	卸	ɕiɑ	˦˥	ɕiɑ˦˥	45	5	xia	xia5	
瀉	泻	ɕiɑ	˦˥	ɕiɑ˦˥	45	5	xia	xia5	～肚子
下	下	ɕiɑ	˧	ɕiɑ˧	33	6	xia	xia6	文讀
夏	夏	ɕiɑ	˧	ɕiɑ˧	33	6	xia	xia6	文讀
廈	厦	ɕiɑ	˧	ɕiɑ˧	33	6	xia	xia6	～門
諧	谐	ɕiɛ	˨˦	ɕiɛ˨˦	24	2	xiae	xiae2	文讀
懈	懈	ɕiɛ	˦˥	ɕiɛ˦˥	45	5	xiae	xiae5	
械	械	ɕiɛ	˧	ɕiɛ˧	33	6	xiae	xiae6	新文讀
峽	峡	ɕiɛʔ	˧	ɕiɛʔ˧	33	8	xiaeh	xiaeh8	文讀
俠	侠	ɕiɛʔ	˧	ɕiɛʔ˧	33	8	xiaeh	xiaeh8	
閒	闲	ɕiɛ̃	˨˦	ɕiɛ̃˨˦	24	2	xiaen	xiaen2	
嫻	娴	ɕiɛ̃	˨˦	ɕiɛ̃˨˦	24	2	xiaen	xiaen2	文讀
限	限	ɕiɛ̃	˧	ɕiɛ̃˧	33	6	xiaen	xiaen6	文讀
削	削	ɕiaʔ	˦˥	ɕiaʔ˦˥	45	7	xiah	xiah7	
學	学	ɕiaʔ	˧	ɕiaʔ˧	33	8	xiah	xiah8	
香	香	ɕiã	˨˩	ɕiã˨˩	21	1	xian	xian1	
鄉	乡	ɕiã	˨˩	ɕiã˨˩	21	1	xian	xian1	
箱	箱	ɕiã	˨˩	ɕiã˨˩	21	1	xian	xian1	
湘	湘	ɕiã	˨˩	ɕiã˨˩	21	1	xian	xian1	
鑲	镶	ɕiã	˨˩	ɕiã˨˩	21	1	xian	xian1	
廂	厢	ɕiã	˨˩	ɕiã˨˩	21	1	xian	xian1	
相	相	ɕiã	˨˩	ɕiã˨˩	21	1	xian	xian1	
降	降	ɕiã	˨˦	ɕiã˨˦	24	2	xian	xian2	
想	想	ɕiã	˧˨˨	ɕiã˧˨˨	322	3	xian	xian3	
響	响	ɕiã	˧˨˨	ɕiã˧˨˨	322	3	xian	xian3	
享	享	ɕiã	˧˨˨	ɕiã˧˨˨	322	3	xian	xian3	
曏	向	ɕiã	˦˥	ɕiã˦˥	45	5	xian	xian5	
相	相	ɕiã	˦˥	ɕiã˦˥	45	5	xian	xian5	
向	向	ɕiã	˦˥	ɕiã˦˥	45	5	xian	xian5	方～
象	象	ɕiã	˦˥	ɕiã˦˥	45	5	xian	xian5	文讀
嚮	向	ɕiã	˦˥	ɕiã˦˥	45	5	xian	xian5	
向	向	ɕiã	˧	ɕiã˧	33	6	xian	xian6	～南
項	项	ɕiã	˧	ɕiã˧	33	6	xian	xian6	文讀
吸	吸	ɕiəʔ	˦˥	ɕiəʔ˦˥	45	7	xieh	xieh7	
析	析	ɕiəʔ	˦˥	ɕiəʔ˦˥	45	7	xieh	xieh7	
息	息	ɕiəʔ	˦˥	ɕiəʔ˦˥	45	7	xieh	xieh7	
錫	锡	ɕiəʔ	˦˥	ɕiəʔ˦˥	45	7	xieh	xieh7	
惜	惜	ɕiəʔ	˦˥	ɕiəʔ˦˥	45	7	xieh	xieh7	
夕	夕	ɕiəʔ	˦˥	ɕiəʔ˦˥	45	7	xieh	xieh7	文讀
媳	媳	ɕiəʔ	˦˥	ɕiəʔ˦˥	45	7	xieh	xieh7	
晰	晰	ɕiəʔ	˦˥	ɕiəʔ˦˥	45	7	xieh	xieh7	
膝	膝	ɕiəʔ	˦˥	ɕiəʔ˦˥	45	7	xieh	xieh7	
熄	熄	ɕiəʔ	˦˥	ɕiəʔ˦˥	45	7	xieh	xieh7	
蜥	蜥	ɕiəʔ	˦˥	ɕiəʔ˦˥	45	7	xieh	xieh7	
蟋	蟋	ɕiəʔ	˦˥	ɕiəʔ˦˥	45	7	xieh	xieh7	
習	习	ɕiəʔ	˧	ɕiəʔ˧	33	8	xieh	xieh8	文讀
興	兴	ɕiŋ	˨˩	ɕiŋ˨˩	21	1	xien	xien1	
星	星	ɕiŋ	˨˩	ɕiŋ˨˩	21	1	xien	xien1	
辛	辛	ɕiŋ	˨˩	ɕiŋ˨˩	21	1	xien	xien1	
芯	芯	ɕiŋ	˨˩	ɕiŋ˨˩	21	1	xien	xien1	
欣	欣	ɕiŋ	˨˩	ɕiŋ˨˩	21	1	xien	xien1	
鋅	锌	ɕiŋ	˨˩	ɕiŋ˨˩	21	1	xien	xien1	
腥	腥	ɕiŋ	˨˩	ɕiŋ˨˩	21	1	xien	xien1	
薪	薪	ɕiŋ	˨˩	ɕiŋ˨˩	21	1	xien	xien1	
猩	猩	ɕiŋ	˨˩	ɕiŋ˨˩	21	1	xien	xien1	
馨	馨	ɕiŋ	˨˩	ɕiŋ˨˩	21	1	xien	xien1	
鑫	鑫	ɕiŋ	˨˩	ɕiŋ˨˩	21	1	xien	xien1	
訢	欣	ɕiŋ	˨˩	ɕiŋ˨˩	21	1	xien	xien1	
新	新	ɕiŋ	˨˩	ɕiŋ˨˩	21	1	xien	xien1	
心	心	ɕiŋ	˨˩	ɕiŋ˨˩	21	1	xien	xien1	
行	行	ɕiŋ	˨˦	ɕiŋ˨˦	24	2	xien	xien2	
型	型	ɕiŋ	˨˦	ɕiŋ˨˦	24	2	xien	xien2	
刑	刑	ɕiŋ	˨˦	ɕiŋ˨˦	24	2	xien	xien2	
邢	邢	ɕiŋ	˨˦	ɕiŋ˨˦	24	2	xien	xien2	
形	形	ɕiŋ	˨˦	ɕiŋ˨˦	24	2	xien	xien2	
省	省	ɕiŋ	˧˨˨	ɕiŋ˧˨˨	322	3	xien	xien3	
醒	醒	ɕiŋ	˧˨˨	ɕiŋ˧˨˨	322	3	xien	xien3	
信	信	ɕiŋ	˦˥	ɕiŋ˦˥	45	5	xien	xien5	
興	兴	ɕiŋ	˦˥	ɕiŋ˦˥	45	5	xien	xien5	
姓	姓	ɕiŋ	˦˥	ɕiŋ˦˥	45	5	xien	xien5	
訊	讯	ɕiŋ	˦˥	ɕiŋ˦˥	45	5	xien	xien5	
汛	汛	ɕiŋ	˦˥	ɕiŋ˦˥	45	5	xien	xien5	
釁	衅	ɕiŋ	˦˥	ɕiŋ˦˥	45	5	xien	xien5	
性	性	ɕiŋ	˦˥	ɕiŋ˦˥	45	5	xien	xien5	
幸	幸	ɕiŋ	˧	ɕiŋ˧	33	6	xien	xien6	
杏	杏	ɕiŋ	˧	ɕiŋ˧	33	6	xien	xien6	
倖	幸	ɕiŋ	˧	ɕiŋ˧	33	6	xien	xien6	
脅	胁	ɕiʔ	˦˥	ɕiʔ˦˥	45	7	xih	xih7	
歇	歇	ɕiʔ	˦˥	ɕiʔ˦˥	45	7	xih	xih7	
泄	泄	ɕiʔ	˦˥	ɕiʔ˦˥	45	7	xih	xih7	
蠍	蝎	ɕiʔ	˦˥	ɕiʔ˦˥	45	7	xih	xih7	
糏	糏	ɕiʔ	˦˥	ɕiʔ˦˥	45	7	xih	xih7	麪粉
協	协	ɕiʔ	˧	ɕiʔ˧	33	8	xih	xih8	
挾	挟	ɕiʔ	˧	ɕiʔ˧	33	8	xih	xih8	
先	先	ɕĩ	˨˩	ɕĩ˨˩	21	1	xin	xin1	
鮮	鲜	ɕĩ	˨˩	ɕĩ˨˩	21	1	xin	xin1	
纖	纤	ɕĩ	˨˩	ɕĩ˨˩	21	1	xin	xin1	
仙	仙	ɕĩ	˨˩	ɕĩ˨˩	21	1	xin	xin1	
掀	掀	ɕĩ	˨˩	ɕĩ˨˩	21	1	xin	xin1	
鍁	锨	ɕĩ	˨˩	ɕĩ˨˩	21	1	xin	xin1	一種工具
弦	弦	ɕĩ	˨˦	ɕĩ˨˦	24	2	xin	xin2	
賢	贤	ɕĩ	˨˦	ɕĩ˨˦	24	2	xin	xin2	
嫌	嫌	ɕĩ	˨˦	ɕĩ˨˦	24	2	xin	xin2	
舷	舷	ɕĩ	˨˦	ɕĩ˨˦	24	2	xin	xin2	
絃	弦	ɕĩ	˨˦	ɕĩ˨˦	24	2	xin	xin2	
顯	显	ɕĩ	˧˨˨	ɕĩ˧˨˨	322	3	xin	xin3	
險	险	ɕĩ	˧˨˨	ɕĩ˧˨˨	322	3	xin	xin3	
憲	宪	ɕĩ	˦˥	ɕĩ˦˥	45	5	xin	xin5	
獻	献	ɕĩ	˦˥	ɕĩ˦˥	45	5	xin	xin5	
腺	腺	ɕĩ	˦˥	ɕĩ˦˥	45	5	xin	xin5	
線	线	ɕĩ	˦˥	ɕĩ˦˥	45	5	xin	xin5	
綫	线	ɕĩ	˦˥	ɕĩ˦˥	45	5	xin	xin5	
縣	县	ɕĩ	˧	ɕĩ˧	33	6	xin	xin6	
羨	羡	ɕĩ	˧	ɕĩ˧	33	6	xin	xin6	
現	现	ɕĩ	˧	ɕĩ˧	33	6	xin	xin6	
消	消	ɕiɔ	˨˩	ɕiɔ˨˩	21	1	xio	xio1	
銷	销	ɕiɔ	˨˩	ɕiɔ˨˩	21	1	xio	xio1	
硝	硝	ɕiɔ	˨˩	ɕiɔ˨˩	21	1	xio	xio1	
蕭	萧	ɕiɔ	˨˩	ɕiɔ˨˩	21	1	xio	xio1	
囂	嚣	ɕiɔ	˨˩	ɕiɔ˨˩	21	1	xio	xio1	
宵	宵	ɕiɔ	˨˩	ɕiɔ˨˩	21	1	xio	xio1	
簫	箫	ɕiɔ	˨˩	ɕiɔ˨˩	21	1	xio	xio1	
肖	肖	ɕiɔ	˨˩	ɕiɔ˨˩	21	1	xio	xio1	姓
梟	枭	ɕiɔ	˨˩	ɕiɔ˨˩	21	1	xio	xio1	
驍	骁	ɕiɔ	˨˩	ɕiɔ˨˩	21	1	xio	xio1	
澆	浇	ɕiɔ	˨˩	ɕiɔ˨˩	21	1	xio	xio1	薄
𣻏	𣻏	ɕiɔ	˨˩	ɕiɔ˨˩	21	1	xio	xio1	同“澆”，表示薄
肴	肴	ɕiɔ	˨˦	ɕiɔ˨˦	24	2	xio	xio2	
淆	淆	ɕiɔ	˨˦	ɕiɔ˨˦	24	2	xio	xio2	
餚	肴	ɕiɔ	˨˦	ɕiɔ˨˦	24	2	xio	xio2	
曉	晓	ɕiɔ	˧˨˨	ɕiɔ˧˨˨	322	3	xio	xio3	
小	小	ɕiɔ	˧˨˨	ɕiɔ˧˨˨	322	3	xio	xio3	
笑	笑	ɕiɔ	˦˥	ɕiɔ˦˥	45	5	xio	xio5	
孝	孝	ɕiɔ	˦˥	ɕiɔ˦˥	45	5	xio	xio5	
肖	肖	ɕiɔ	˦˥	ɕiɔ˦˥	45	5	xio	xio5	～像
嘯	啸	ɕiɔ	˦˥	ɕiɔ˦˥	45	5	xio	xio5	
哮	哮	ɕiɔ	˦˥	ɕiɔ˦˥	45	5	xio	xio5	
效	效	ɕiɔ	˧	ɕiɔ˧	33	6	xio	xio6	
校	校	ɕiɔ	˧	ɕiɔ˧	33	6	xio	xio6	文讀，學～
畜	畜	ɕiɔʔ	˦˥	ɕiɔʔ˦˥	45	7	xioh	xioh7	
蓄	蓄	ɕiɔʔ	˦˥	ɕiɔʔ˦˥	45	7	xioh	xioh7	
兄	兄	ɕiɔŋ	˨˩	ɕiɔŋ˨˩	21	1	xion	xion1	
胸	胸	ɕiɔŋ	˨˩	ɕiɔŋ˨˩	21	1	xion	xion1	
凶	凶	ɕiɔŋ	˨˩	ɕiɔŋ˨˩	21	1	xion	xion1	
兇	凶	ɕiɔŋ	˨˩	ɕiɔŋ˨˩	21	1	xion	xion1	
雄	雄	ɕiɔŋ	˨˦	ɕiɔŋ˨˦	24	2	xion	xion2	
熊	熊	ɕiɔŋ	˨˦	ɕiɔŋ˨˦	24	2	xion	xion2	
修	修	ɕəɪ	˨˩	ɕəɪ˨˩	21	1	xiu	xiu1	
休	休	ɕəɪ	˨˩	ɕəɪ˨˩	21	1	xiu	xiu1	
羞	羞	ɕəɪ	˨˩	ɕəɪ˨˩	21	1	xiu	xiu1	
脩	修	ɕəɪ	˨˩	ɕəɪ˨˩	21	1	xiu	xiu1	
朽	朽	ɕəɪ	˧˨˨	ɕəɪ˧˨˨	322	3	xiu	xiu3	
秀	秀	ɕəɪ	˦˥	ɕəɪ˦˥	45	5	xiu	xiu5	
宿	宿	ɕəɪ	˦˥	ɕəɪ˦˥	45	5	xiu	xiu5	
繡	绣	ɕəɪ	˦˥	ɕəɪ˦˥	45	5	xiu	xiu5	
銹	锈	ɕəɪ	˦˥	ɕəɪ˦˥	45	5	xiu	xiu5	
嗅	嗅	ɕəɪ	˦˥	ɕəɪ˦˥	45	5	xiu	xiu5	
鏽	锈	ɕəɪ	˦˥	ɕəɪ˦˥	45	5	xiu	xiu5	
血	血	ɕiʊʔ	˦˥	ɕiʊʔ˦˥	45	7	xiuh	xiuh7	
穴	穴	ɕiʊʔ	˧	ɕiʊʔ˧	33	8	xiuh	xiuh8	
喧	喧	ɕiʊ̃ᵘ̃	˨˩	ɕiʊ̃ᵘ̃˨˩	21	1	xiun	xiun1	
軒	轩	ɕiʊ̃ᵘ̃	˨˩	ɕiʊ̃ᵘ̃˨˩	21	1	xiun	xiun1	
懸	悬	ɕiʊ̃ᵘ̃	˨˦	ɕiʊ̃ᵘ̃˨˦	24	2	xiun	xiun2	
玄	玄	ɕiʊ̃ᵘ̃	˨˦	ɕiʊ̃ᵘ̃˨˦	24	2	xiun	xiun2	
楦	楦	ɕiʊ̃ᵘ̃	˦˥	ɕiʊ̃ᵘ̃˦˥	45	5	xiun	xiun5	
需	需	ɕyᶨ	˨˩	ɕyᶨ˨˩	21	1	xy	xy1	
須	须	ɕyᶨ	˨˩	ɕyᶨ˨˩	21	1	xy	xy1	
雖	虽	ɕyᶨ	˨˩	ɕyᶨ˨˩	21	1	xy	xy1	白讀
虛	虚	ɕyᶨ	˨˩	ɕyᶨ˨˩	21	1	xy	xy1	
尿	尿	ɕyᶨ	˨˩	ɕyᶨ˨˩	21	1	xy	xy1	白讀
鬚	须	ɕyᶨ	˨˩	ɕyᶨ˨˩	21	1	xy	xy1	
噓	嘘	ɕyᶨ	˨˩	ɕyᶨ˨˩	21	1	xy	xy1	
荽	荽	ɕyᶨ	˨˩	ɕyᶨ˨˩	21	1	xy	xy1	白讀
許	许	ɕyᶨ	˧˨˨	ɕyᶨ˧˨˨	322	3	xy	xy3	
滸	浒	ɕyᶨ	˧˨˨	ɕyᶨ˧˨˨	322	3	xy	xy3	地名，～澪
歲	岁	ɕyᶨ	˦˥	ɕyᶨ˦˥	45	5	xy	xy5	白讀
碎	碎	ɕyᶨ	˦˥	ɕyᶨ˦˥	45	5	xy	xy5	白讀
絮	絮	ɕyᶨ	˦˥	ɕyᶨ˦˥	45	5	xy	xy5	
婿	婿	ɕyᶨ	˦˥	ɕyᶨ˦˥	45	5	xy	xy5	
序	序	ɕyᶨ	˧	ɕyᶨ˧	33	6	xy	xy6	
靴	靴	ɕyɑ	˨˩	ɕyɑ˨˩	21	1	xya	xya1	
𢪎	𢪎	ɕyɑ	˨˩	ɕyɑ˨˩	21	1	xya	xya1	毆打
恤	恤	ɕyəʔ	˦˥	ɕyəʔ˦˥	45	7	xyeh	xyeh7	
