聲	呼	等	韻	調	組	攝	單字	原註	新註	聲母	韻母	聲調	次 聲母	次 韻母	次 聲調	IPA 聲母	IPɐ 韻母	IPA 聲調
精	開	三	陽	入	精	宕	雀			z	oek	3				ʦ	œk	3
精	開	三	陽	入	精	宕	爵			z	oek	3				ʦ	œk	3
清	開	三	陽	入	精	宕	鵲			z	oek	3				ʦ	œk	3
從	開	三	陽	入	精	宕	嚼			z	oek	3				ʦ	œk	3
章	開	三	陽	入	章	宕	酌			z	oek	3				ʦ	œk	3
章	開	三	陽	入	章	宕	灼			z	oek	3				ʦ	œk	3
章	開	三	陽	入	章	宕	勺			z	oek	3				ʦ	œk	3
澄	開	三	陽	入	知	宕	著	著涼		z	oek	6				ʦ	œk	2
精	開	三	陽	平	精	宕	將	將來		z	oeng	1				ʦ	œŋ	55
精	開	三	陽	平	精	宕	漿			z	oeng	1				ʦ	œŋ	55
知	開	三	陽	平	知	宕	張			z	oeng	1				ʦ	œŋ	55
章	開	三	陽	平	章	宕	璋			z	oeng	1				ʦ	œŋ	55
章	開	三	陽	平	章	宕	樟			z	oeng	1				ʦ	œŋ	55
章	開	三	陽	平	章	宕	章			z	oeng	1				ʦ	œŋ	55
章	開	三	陽	平	章	宕	漳			z	oeng	1				ʦ	œŋ	55
章	開	三	陽	平	章	宕	彰			z	oeng	1				ʦ	œŋ	55
-	-	-	-	-	-	-	蟑			z	oeng	1				ʦ	œŋ	55
精	開	三	陽	平	精	宕	蔣			z	oeng	2				ʦ	œŋ	35
知	開	三	陽	上	知	宕	長	長大		z	oeng	2				ʦ	œŋ	35
精	開	三	陽	上	精	宕	獎			z	oeng	2				ʦ	œŋ	35
精	開	三	陽	上	精	宕	槳			z	oeng	2				ʦ	œŋ	35
章	開	三	陽	上	章	宕	掌			z	oeng	2				ʦ	œŋ	35
精	開	三	陽	去	精	宕	將	將領		z	oeng	3				ʦ	œŋ	33
知	開	三	陽	平	知	宕	漲			z	oeng	3				ʦ	œŋ	33
章	開	三	陽	平	章	宕	障			z	oeng	3				ʦ	œŋ	33
							仗	打仗		z	oeng	3				ʦ	œŋ	33
精	開	三	陽	去	精	宕	醬			z	oeng	3				ʦ	œŋ	33
知	開	三	陽	去	知	宕	帳			z	oeng	3				ʦ	œŋ	33
知	開	三	陽	去	知	宕	脹			z	oeng	3				ʦ	œŋ	33
-	-	-	-	-	-	-	賬			z	oeng	3				ʦ	œŋ	33
邪	開	三	陽	上	精	宕	橡			z	oeng	6				ʦ	œŋ	32
邪	開	三	陽	上	精	宕	像			z	oeng	6				ʦ	œŋ	32
邪	開	三	陽	上	精	宕	象			z	oeng	6				ʦ	œŋ	32
澄	開	三	陽	去	知	宕	仗	仗義		z	oeng	6				ʦ	œŋ	32
澄	開	三	陽	上	知	宕	杖			z	oeng	6				ʦ	œŋ	32
澄	開	三	陽	上	知	宕	丈			z	oeng	6				ʦ	œŋ	32
從	開	三	陽	去	精	宕	匠			z	oeng	6				ʦ	œŋ	32
精	開	一	咍	平	精	蟹	災			z	oi	1				ʦ	ɔi	55
精	開	一	咍	平	精	蟹	哉			z	oi	1				ʦ	ɔi	55
精	開	一	咍	平	精	蟹	栽			z	oi	1				ʦ	ɔi	55
精	開	一	咍	上	精	蟹	載	一年半載		z	oi	2				ʦ	ɔi	35
精	開	一	咍	上	精	蟹	宰			z	oi	2				ʦ	ɔi	35
精	開	一	咍	去	精	蟹	載	記載		z	oi	3				ʦ	ɔi	33
精	開	一	咍	去	精	蟹	再			z	oi	3				ʦ	ɔi	33
從	開	一	咍	上	精	蟹	在			z	oi	6				ʦ	ɔi	32
精	開	一	模	去	精	遇	作			z	ok	3				ʦ	ɔk	3
從	開	一	東	入	精	通	鑿			z	ok	6				ʦ	ɔk	2
澄	開	二	江	入	知	江	擢			z	ok	6				ʦ	ɔk	2
崇	開	二	江	入	莊	江	浞			z	ok	6				ʦ	ɔk	2
澄	開	二	肴	去	知	效	濯			z	ok	6				ʦ	ɔk	2
從	開	一	唐	入	精	宕	昨			z	ok	6				ʦ	ɔk	2
知	開	二	江	平	知	江	樁			z	ong	1				ʦ	ɔŋ	55
精	開	一	唐	平	精	宕	贓			z	ong	1				ʦ	ɔŋ	55
精	開	一	唐	上	精	宕	髒			z	ong	1				ʦ	ɔŋ	55
莊	開	三	陽	平	莊	宕	妝			z	ong	1				ʦ	ɔŋ	55
莊	開	三	陽	平	莊	宕	莊			z	ong	1				ʦ	ɔŋ	55
莊	開	三	陽	平	莊	宕	裝			z	ong	1				ʦ	ɔŋ	55
並	開	二	耕	平	幫	梗	庄			z	ong	1				ʦ	ɔŋ	55
精	開	一	唐	去	精	宕	葬			z	ong	3				ʦ	ɔŋ	33
莊	開	三	陽	去	莊	宕	壯			z	ong	3				ʦ	ɔŋ	33
							僮	僮族		z	ong	6				ʦ	ɔŋ	32
澄	開	二	江	平	知	江	撞			z	ong	6				ʦ	ɔŋ	32
從	開	一	唐	去	精	宕	藏	寶藏		z	ong	6				ʦ	ɔŋ	32
從	開	一	唐	上	精	宕	奘			z	ong	6				ʦ	ɔŋ	32
崇	開	三	陽	去	莊	宕	狀			z	ong	6				ʦ	ɔŋ	32
-	-	-	-	-	-	-	臟			z	ong	6				ʦ	ɔŋ	32
精	開	一	模	平	精	遇	租			z	ou	1				ʦ	ou	55
精	開	一	豪	平	精	效	糟			z	ou	1				ʦ	ou	55
精	開	一	豪	平	精	效	遭			z	ou	1				ʦ	ou	55
-	-	-	-	-	-	-	蹧			z	ou	1				ʦ	ou	55
精	開	一	模	上	精	遇	組			z	ou	2				ʦ	ou	35
精	開	一	模	上	精	遇	祖			z	ou	2				ʦ	ou	35
精	開	一	豪	上	精	效	棗			z	ou	2				ʦ	ou	35
精	開	一	豪	上	精	效	藻			z	ou	2				ʦ	ou	35
精	開	一	豪	上	精	效	蚤			z	ou	2				ʦ	ou	35
精	開	一	豪	上	精	效	早			z	ou	2				ʦ	ou	35
-	-	-	-	-	-	-	灶			z	ou	3				ʦ	ou	33
從	開	一	豪	上	精	效	造	新造		z	ou	6				ʦ	ou	32
清	開	一	豪	去	精	效	造	造訪		z	ou	6				ʦ	ou	32
從	開	一	豪	上	精	效	造	製造		z	ou	6				ʦ	ou	32
-	-	-	-	-	-	-	做			z	ou	6				ʦ	ou	32
-	-	-	-	-	-	-	皂			z	ou	6				ʦ	ou	32
昌	開	三	鍾	入	章	通	觸			z	uk	1				ʦ	ʊk	5
端	開	一	東	入	端	通	竺			z	uk	1				ʦ	ʊk	5
知	開	三	東	入	知	通	竹			z	uk	1				ʦ	ʊk	5
知	開	三	東	入	知	通	築			z	uk	1				ʦ	ʊk	5
澄	開	三	東	入	知	通	筑			z	uk	1				ʦ	ʊk	5
以	開	三	東	入	以	通	粥			z	uk	1				ʦ	ʊk	5
章	開	三	鍾	入	章	通	燭			z	uk	1				ʦ	ʊk	5
章	開	三	鍾	入	章	通	囑			z	uk	1				ʦ	ʊk	5
章	開	三	鍾	入	章	通	矚			z	uk	1				ʦ	ʊk	5
章	開	三	鍾	入	章	通	屬	屬文		z	uk	1				ʦ	ʊk	5
常	開	三	鍾	入	章	通	鐲			z	uk	1				ʦ	ʊk	5
莊	開	二	江	入	莊	江	捉			z	uk	1				ʦ	ʊk	5
精	開	三	鍾	入	精	通	足	足跡		z	uk	1				ʦ	ʊk	5
章	開	三	尤	去	章	流	祝			z	uk	1				ʦ	ʊk	5
從	開	一	東	入	精	通	族			z	uk	6				ʦ	ʊk	2
澄	開	三	東	入	知	通	逐			z	uk	6				ʦ	ʊk	2
澄	開	三	東	入	知	通	軸			z	uk	6				ʦ	ʊk	2
邪	開	三	鍾	入	精	通	續			z	uk	6				ʦ	ʊk	2
邪	開	三	鍾	入	精	通	俗			z	uk	6				ʦ	ʊk	2
澄	開	二	江	入	知	江	濁			z	uk	6				ʦ	ʊk	2
知	開	三	東	平	知	通	衷			z	ung	1				ʦ	ʊŋ	55
知	開	三	東	平	知	通	忠			z	ung	1				ʦ	ʊŋ	55
知	開	三	東	平	知	通	中	中間		z	ung	1				ʦ	ʊŋ	55
章	開	三	東	平	章	通	螽			z	ung	1				ʦ	ʊŋ	55
章	開	三	東	平	章	通	終			z	ung	1				ʦ	ʊŋ	55
精	合	一	冬	平	精	通	宗			z	ung	1				ʦ	ʊŋ	55
從	合	一	冬	平	精	通	淙			z	ung	1				ʦ	ʊŋ	55
從	合	一	冬	平	精	通	鬃			z	ung	1				ʦ	ʊŋ	55
精	合	一	冬	去	精	通	綜			z	ung	1				ʦ	ʊŋ	55
精	開	三	鍾	平	精	通	蹤			z	ung	1				ʦ	ʊŋ	55
精	開	三	鍾	平	精	通	樅			z	ung	1				ʦ	ʊŋ	55
章	開	三	鍾	平	章	通	鐘			z	ung	1				ʦ	ʊŋ	55
章	開	三	鍾	平	章	通	忪	怔忪		z	ung	1				ʦ	ʊŋ	55
章	開	三	鍾	平	章	通	鍾			z	ung	1				ʦ	ʊŋ	55
書	開	三	鍾	平	章	通	舂			z	ung	1				ʦ	ʊŋ	55
-	-	-	-	-	-	-	棕			z	ung	1				ʦ	ʊŋ	55
精	開	一	東	上	精	通	總			z	ung	2				ʦ	ʊŋ	35
精	開	一	東	去	精	通	粽			z	ung	2				ʦ	ʊŋ	35
章	開	三	鍾	上	章	通	踵			z	ung	2				ʦ	ʊŋ	35
章	開	三	鍾	上	章	通	腫			z	ung	2				ʦ	ʊŋ	35
章	開	三	鍾	上	章	通	種	種子		z	ung	2				ʦ	ʊŋ	35
知	開	三	東	去	知	通	中	中獎		z	ung	3				ʦ	ʊŋ	33
章	開	三	東	平	章	通	眾			z	ung	3				ʦ	ʊŋ	33
精	開	三	鍾	去	精	通	縱	放縱		z	ung	3				ʦ	ʊŋ	33
章	開	三	鍾	去	章	通	種	種植		z	ung	3				ʦ	ʊŋ	33
澄	開	三	東	去	知	通	仲			z	ung	6				ʦ	ʊŋ	32
從	開	三	鍾	平	精	通	從	從兄弟		z	ung	6				ʦ	ʊŋ	32
邪	開	三	鍾	平	精	通	訟			z	ung	6				ʦ	ʊŋ	32
澄	開	三	鍾	去	知	通	重	重要		z	ung	6				ʦ	ʊŋ	32
以	開	三	鍾	平	以	通	頌			z	ung	6				ʦ	ʊŋ	32
邪	開	三	鍾	去	精	通	誦			z	ung	6				ʦ	ʊŋ	32
精	開	三	鍾	平	精	通	縱	縱橫		z	ung	1				ʦ	ʊŋ	55
知	開	三	魚	平	知	遇	豬			z	yu	1				ʦ	y	55
章	開	三	魚	平	章	遇	諸			z	yu	1				ʦ	y	55
							藷	藷蔗		z	yu	1				ʦ	y	55
知	合	三	虞	平	知	遇	株			z	yu	1				ʦ	y	55
知	合	三	虞	平	知	遇	蛛			z	yu	1				ʦ	y	55
章	合	三	虞	平	章	遇	朱			z	yu	1				ʦ	y	55
章	合	三	虞	平	章	遇	珠			z	yu	1				ʦ	y	55
章	合	三	虞	平	章	遇	侏			z	yu	1				ʦ	y	55
常	合	三	虞	平	章	遇	茱			z	yu	1				ʦ	y	55
知	合	三	虞	上	知	遇	拄			z	yu	2				ʦ	y	35
章	合	三	虞	上	章	遇	主			z	yu	2				ʦ	y	35
-	-	-	-	-	-	-	煮			z	yu	2				ʦ	y	35
知	開	三	魚	去	知	遇	著	顯著		z	yu	3				ʦ	y	33
知	合	三	虞	去	知	遇	駐			z	yu	3				ʦ	y	33
章	合	三	虞	去	章	遇	註			z	yu	3				ʦ	y	33
章	合	三	虞	去	章	遇	蛀			z	yu	3				ʦ	y	33
章	合	三	虞	去	章	遇	鑄			z	yu	3				ʦ	y	33
章	合	三	虞	去	章	遇	注			z	yu	3				ʦ	y	33
澄	合	三	虞	去	知	遇	住			z	yu	6				ʦ	y	32
從	合	一	魂	上	精	臻	鱒			z	yun	1				ʦ	yn	55
精	合	一	魂	平	精	臻	尊			z	yun	1				ʦ	yn	55
章	合	三	仙A	平	章	山	專			z	yun	1				ʦ	yn	55
-	-	-	-	-	-	-	磚			z	yun	1				ʦ	yn	55
知	合	三	仙B	上	知	山	轉	轉變		z	yun	2				ʦ	yn	35
精	合	一	寒	平	精	山	鑽			z	yun	3				ʦ	yn	33
知	合	三	仙B	去	知	山	轉	自轉		z	yun	3				ʦ	yn	33
澄	合	三	仙B	去	知	山	傳	自傳		z	yun	6				ʦ	yn	32
端	合	一	魂	入	端	臻	咄	不遵循從俗原則		z	yut	1				ʦ	yt	5
知	合	三	祭B	去	知	蟹	輟			z	yut	3				ʦ	yt	3
知	合	三	祭B	去	知	蟹	啜			z	yut	3				ʦ	yt	3
知	合	三	仙B	入	知	山	綴	綴足		z	yut	3				ʦ	yt	3
知	合	三	真B	入	知	臻	茁			z	yut	3				ʦ	yt	3
章	合	三	仙A	入	章	山	拙			z	yut	3				ʦ	yt	3
端	合		寒	入	端	山	掇			z	yut	3				ʦ	yt	3
從	合	三	仙A	入	精	山	絕			z	yut	6				ʦ	yt	2
疑	開	二	麻	平	見	假	呀				aa	1				ʔ	a	55
-	-	-	-	-	-	-	啊				aa	1				ʔ	a	55
							阿	阿伯			aa	3				ʔ	a	33
-	-	-	-	-	-	-	哎				ai	1				ʔ	ɐi	55
							喔	嘆詞			o	1				ʔ	ɔ	55
影	合	三	虞	上	影	遇	噢				ou	3				ʔ	ou	33
來	開	三	仙A	平	來	山	令											
							嘔	嘔氣										
定	合	一	歌	上	端	果	垛											
來	合		歌	平	來	果	腡											
來	合	一	歌	上	來	果	瘰											
來	合		歌	去	來	果	摞											
清	合		歌	去	精	果	銼											
清	合	一	歌	去	精	果	莝											
從	合	一	歌	平	精	果	矬											
心	合	一	歌	平	精	果	唆											
溪	合	一	歌	平	見	果	窠											
影	合		歌	平	影	果	倭											
影	合	一	歌	去	影	果	涴											
群	合	三	歌	平	見	果	瘸											
幫	開	二	麻	去	幫	假	欛											
幫	開	二	麻	去	幫	假	垻											
							鈀											
來	開	三	侵A	平	來	深	痳											
澄	開		麻	平	知	假	搽											
初	開		麻	平	莊	假	杈											
初	開		麻	去	莊	假	汊											
見	開	二	麻	平	見	假	痂											
見	開	二	麻	去	見	假	稼											
							伢											
疑	開	二	麻	去	見	假	迓											
匣	開		麻	上	影	假	厦											
精	開	三	麻	平	精	假	嗟											
從	開	三	麻	去	精	假	褯											
							麝											
見	合	二	麻	上	見	假	剮											
影	開	一	歌	去	影	果	侉											
匣	合	二	麻	平	影	假	鏵											
端	開	一	模	去	端	遇	蠹											
來	開	一	模	平	來	遇	鸕											
來	開	一	模	上	來	遇	鹵											
心	開	一	模	去	精	遇	嗉											
見	開	一	模	上	見	遇	牯											
見	開	一	模	上	見	遇	蠱											
曉	合		模	去	影	遇	戽											
清	開	三	魚	平	精	遇	疽											
心	合		魚	平	精	遇	胥											
徹	合		魚	上	知	遇	褚											
澄	開	三	魚	上	知	遇	苧											
澄	合		魚	去	知	遇	箸											
影	合		魚	平	影	遇	淤											
							跗											
幫	合	三	虞	上	幫	遇	腑											
滂	合	三	虞	平	幫	遇	麩											
滂	合	三	虞	去	幫	遇	訃											
並	合	三	虞	上	幫	遇	釜											
影	開	一	模	平	影	遇	鎢											
知	合	三	虞	平	知	遇	誅											
初	合	三	虞	平	莊	遇	芻											
章	合	三	虞	平	章	遇	硃											
書	合	三	虞	去	章	遇	戍											
見	合	三	虞	平	見	遇	駒											
疑	開	一	咍	平	見	蟹	獃											
從	開		咍	平	精	蟹	纔											
溪	開	一	咍	上	見	蟹	愷											
影	開		泰	去	影	蟹	靄											
崇	開	二	皆	平	莊	蟹	豺											
見	開		皆	平	見	蟹	稭											
見	開	二	皆	去	見	蟹	疥											
溪	開		皆	平	見	蟹	揩											
並	開	二	佳	去	幫	蟹	稗											
初	開	二	佳	平	莊	蟹	釵											
影	開	二	佳	去	影	蟹	隘											
精	開	三	祭A	去	精	蟹	穄											
疑	開	三	祭A	去	見	蟹	囈											
疑	開	三	廢	去	見	蟹	刈											
幫	開	四	齊	平	幫	蟹	蓖											
幫	開	四	齊	去	幫	蟹	箅											
清	開	四	齊	平	精	蟹	凄											
從	開		齊	上	精	蟹	薺											
疑	開	四	齊	去	見	蟹	詣											
影	開	四	齊	去	影	蟹	瞖											
滂	合	一	灰	平	幫	蟹	坯											
							裴											
端	合	一	灰	去	端	蟹	碓											
定	合		灰	平	端	蟹	頽											
溪	合	一	灰	平	見	蟹	詼											
匣	合	一	灰	平	影	蟹	茴											
影	合	一	灰	平	影	蟹	煨											
見	合		泰	去	見	蟹	劊											
溪	合	二	皆	去	見	蟹	蒯											
日	合	三	祭A	去	日	蟹	芮											
溪	合	四	齊	平	見	蟹	奎											
幫	開		支	平	幫	止	裨											
幫	開	三	支A	上	幫	止	俾											
心	開	三	支A	上	精	止	璽											
章	開	三	支A	平	章	止	梔											
書	開	三	支A	上	章	止	豕											
見	開	三	支B	平	見	止	羈											
群	開	三	支A	平	見	止	岐											
							徛											
幫	開	三	脂A	上	幫	止	秕											
幫	開	三	脂B	去	幫	止	轡											
滂	開	三	脂B	平	幫	止	丕											
							牝											
幫	開	四	齊	平	幫	蟹	篦											
精	開	三	脂A	平	精	止	咨											
澄	開	三	脂B	上	知	止	雉											
昌	開	三	脂A	平	章	止	鴟											
書	開	三	脂A	平	章	止	尸											
書	開		脂	平	章	止	鈰											
							祁											
群	開	三	脂A	平	見	止	耆											
以	開	三	脂A	去	以	止	肄											
從	開	三	之	去	精	止	牸											
徹	開	三	之	平	知	止	癡											
澄	開	三	之	上	知	止	痔											
莊	開		之	平	莊	止	輜											
崇	開		之	上	莊	止	俟											
							俟											
禪	開	三	之	平	莊	止	鰣											
疑	開	三	微	平	見	止	沂											
曉	合	三	支B	平	影	止	麾											
							餧											
心	合	三	脂A	平	精	止	綏											
群	合	三	脂B	平	見	止	夔											
幫	合	三	微	上	幫	止	榧											
幫	合		微	去	幫	止	痱											
並	開	一	豪	去	幫	效	菢											
							澇											
心	開	一	豪	平	精	效	臊											
溪	開	一	豪	去	見	效	犒											
曉	開	一	豪	平	影	效	薅											
匣	開	一	豪	平	影	效	壕											
影	開		豪	平	影	效	爊											
							麅											
							鉋											
娘	開	二	肴	平	知	效	鐃											
莊	開		肴	去	莊	效	笊											
生	開		肴	平	莊	效	捎											
見	開		肴	上	見	效	鉸											
影	開	二	肴	平	影	效	坳											
影	開	二	肴	上	影	效	拗											
幫	開	三	宵B	平	幫	效	臕											
幫	開		宵	平	幫	效	飈											
並	開		宵	平	幫	效	嫖											
並	開	三	宵A	上	幫	效	鰾											
精	開	三	宵A	去	精	效	醮											
清	開		宵	平	精	效	鍬											
清	開		宵	平	精	效	繰											
心	開		宵	去	精	效	鞘											
章	開	三	宵A	去	章	效	詔											
							橈											
				平			蕎											
曉	開	三	宵B	平	影	效	枵											
				去			鷂											
透	開	四	蕭	去	端	效	糶											
							敨											
泥	開		侯	去	端	流	耨											
來	開	一	侯	平	來	流	耬											
見	開	一	侯	去	見	流	彀											
見	開	一	侯	去	見	流	媾											
影	開	一	侯	平	影	流	瞘											
影	開	一	侯	平	影	流	甌											
影	開	一	侯	上	影	流	毆											
影	開		侯	去	影	流	漚											
影	開		侯	去	影	流	慪											
並	合	三	尤	上	幫	流	阜											
明	合	三	尤	平	幫	流	眸											
							餾											
精	開	三	尤	平	精	流	揫											
清	開	三	尤	平	精	流	鞦											
邪	開	三	尤	平	精	流	泅											
							搊											
生	開	三	尤	平	莊	流	餿											
章	開	三	尤	上	章	流	帚											
禪	開	三	尤	平	莊	流	讎											
見	開		尤	平	見	流	鬮											
群	開	三	尤	去	見	流	柩											
云	開	三	尤	去	影	流	宥											
以	開	三	尤	上	以	流	莠											
端	開		幽	平	端	流	丢											
端	開	一	談	入	端	咸	搨											
精	開		覃	平	精	咸	簪											
透	開		談	平	端	咸	坍											
匣	開	一	談	入	影	咸	盍											
來	開	一	談	入	來	咸	鑞											
							鏨											
見	開	一	談	平	見	咸	泔											
曉	開	一	談	平	影	咸	蚶											
匣	開		談	平	影	咸	邯											
							埯											
知	開	二	咸	入	知	咸	劄											
崇	開		咸	平	莊	咸	讒											
見	開	二	咸	入	見	咸	裌											
見	開		咸	入	見	咸	袷											
生	開	二	銜	去	莊	咸	釤											
初	開	二	銜	去	莊	咸	懺											
見	開	二	銜	入	見	咸	胛											
匣	開	二	銜	入	影	咸	狎											
娘	開	三	鹽B	入	知	咸	鑷											
來	開		鹽	平	來	咸	奩											
清	開	三	鹽A	平	精	咸	僉											
心	開	三	鹽A	平	精	咸	暹											
禪	開	三	鹽A	去	莊	咸	贍											
影	開		鹽	平	影	咸	閹											
							魘											
以	開	三	鹽A	平	以	咸	檐											
以	開	三	鹽A	去	以	咸	艷											
疑	開	三	嚴	去	見	咸	釅											
曉	開		嚴	平	影	咸	鍁											
曉	開	三	嚴	平	影	咸	杴											
							腌											
影	開	三	鹽B	平	影	咸	崦											
端	開		添	平	端	咸	掂											
透	開		添	上	端	咸	忝											
透	開	四	添	去	端	咸	㮇											
定	開	四	添	上	端	咸	簟											
定	開	四	添	入	端	咸	牒											
泥	開	四	添	平	端	咸	鮎											
							苶											
見	開	四	添	平	見	咸	蒹											
							搛											
精	開	四	添	去	精	咸	僭											
娘	開	三	侵B	去	知	深	賃											
來	開		侵	上	來	深	檁											
來	開		侵	上	來	深	廪											
從	開	三	侵A	上	精	深	蕈											
清	開	三	侵A	去	精	深	吣											
徹	開	三	侵B	平	知	深	琛											
莊	開		侵	平	莊	深	簪											
崇	開	三	侵B	平	莊	深	岑											
日	開	三	侵A	去	日	深	妊											
日	開	三	侵A	平	日	深	紝											
							撳											
							妗											
影	開	三	侵B	去	影	深	窨											
精	開	一	寒	去	精	山	灒											
見	開		寒	上	見	山	擀											
匣	開	一	寒	入	影	山	曷											
見	開	二	山	去	見	山	襇											
匣	開	二	山	去	影	山	莧											
幫	開		删	平	幫	山	扳											
滂	開		删	平	幫	山	扳											
滂	開	二	刪	去	幫	山	襻											
							爿											
生	開		删	去	莊	山	疝											
見	開	二	刪	去	見	山	鐧											
幫	開		仙	入	幫	山	鱉											
幫	開		仙	入	幫	山	憋											
							澠											
來	開	三	仙A	上	來	山	輦											
心	開	三	仙A	上	精	山	癬											
心	開	三	仙A	入	精	山	褻											
邪	開		仙	平	精	山	涎											
書	開	三	仙A	平	章	山	羶											
定	開	一	寒	上	端	山	膻											
見	開	三	仙A	入	見	山	孑											
							掮											
							犍											
疑	開		仙	入	見	山	孽											
							蔫											
							拽											
							犍											
群	開		元	去	見	山	腱											
曉	開	三	元	入	影	山	蠍											
影	開	三	元	入	影	山	謁											
影	開		元	平	影	山	蔫											
							憋											
並	開	四	先	平	幫	山	駢											
泥	開	四	先	上	端	山	撚											
泥	開		先	上	端	山	攆											
並	開	一	寒	入	幫	山	鈸											
知	合		仙	入	知	山	掇											
透	合	一	寒	上	端	山	疃											
定	合	一	寒	去	端	山	椴											
來	合	一	寒	平	來	山	鸞											
							攢											
							汆											
匣	合	一	寒	平	影	山	紈											
匣	合	二	刪	上	影	山	皖											
影	合	一	寒	平	影	山	豌											
影	合	一	寒	平	影	山	剜											
見	合		山	平	見	山	鰥											
影	合	一	寒	入	影	山	斡											
初	合	二	刪	去	莊	山	篡											
生	合	二	刪	去	莊	山	涮											
匣	合	二	刪	去	影	山	宦											
邪	合		仙	去	精	山	鏇											
澄	合	三	仙B	平	知	山	椽											
澄	合	三	仙B	上	知	山	篆											
							膞											
							篅											
群	合		仙	平	見	山	鬈											
群	合	三	仙B	平	見	山	顴											
以	合	三	仙A	上	以	山	兗											
並	合	三	元	平	幫	山	礬											
見	合		元	入	見	山	厥											
群	合	三	元	入	見	山	憠											
見	合		元	入	見	山	孓											
曉	合	三	元	去	影	山	楦											
影	合		元	入	影	山	噦											
幫	開	三	真A	去	幫	臻	殯											
並	開		真	上	幫	臻	牝											
並	開	三	真B	入	幫	臻	弼											
							抿											
							燐											
娘	開	三	真B	入	知	臻	昵											
章	開	三	真A	入	章	臻	侄											
莊	開	三	臻	平	莊	臻	榛											
莊	開	三	臻	平	莊	臻	臻											
章	開		真	去	章	臻	娠											
溪	開	三	真A	入	見	臻	詰											
曉	開	三	真B	去	影	臻	釁											
影	開	三	真A	平	影	臻	洇											
見	開	三	欣	入	見	臻	訖											
							錛											
							逩											
並	合	一	魂	入	幫	臻	𡋯											
並	合	一	魂	入	幫	臻	餑											
端	合	一	魂	去	端	臻	扽											
定	合	一	魂	平	端	臻	飩											
定	合	一	魂	上	端	臻	囤											
疑	合	一	魂	入	見	臻	杌											
匣	合	一	魂	平	影	臻	餛											
清	合	三	真A	平	精	臻	皴											
心	合	三	真A	平	精	臻	荀											
							榫											
心	合	三	真A	去	精	臻	浚											
心	合	三	真A	去	精	臻	濬											
徹	合	三	真B	平	知	臻	椿											
知	合	三	真B	入	知	臻	絀											
章	開	三	真A	平	章	臻	唇											
船	合	三	真A	入	章	臻	秫											
禪	合	三	真A	平	莊	臻	蒓											
並	合	三	文	平	幫	臻	豶											
明	合	三	文	去	幫	臻	璺											
曉	合	三	文	平	影	臻	熏											
曉	合	三	文	平	影	臻	葷											
定	開	一	唐	入	端	宕	鐸											
泥	開	一	唐	上	端	宕	曩											
精	開	一	唐	平	精	宕	臧											
							柞											
							搡											
見	開	二	江	平	見	江	杠											
溪	開	一	唐	平	見	宕	糠											
							囥											
疑	開	一	唐	入	見	宕	鄂											
心	開	三	陽	上	精	宕	鯗											
崇	開	三	陽	平	莊	宕	牀											
生	開	三	陽	平	莊	宕	孀											
章	開	三	陽	去	章	宕	瘴											
章	開	三	陽	入	章	宕	焯											
書	開	三	陽	去	章	宕	餉											
禪	開		陽	入	莊	宕	芍											
日	開		陽	平	日	宕	瓤											
見	開	三	陽	平	見	宕	礓											
以	開		陽	入	以	宕	鉻											
以	開	三	陽	去	以	宕	恙											
							桄											
曉	合	一	唐	入	影	宕	藿											
曉	合	一	唐	入	影	宕	劐											
匣	合		唐	平	影	宕	蝗											
匣	合	一	唐	入	影	宕	鑊											
幫	合	三	陽	上	幫	宕	倣											
明	合	三	陽	上	幫	宕	輞											
見	合	三	陽	入	見	宕	钁											
云	合	三	陽	入	影	宕	籰											
滂	開	二	江	去	幫	江	肨											
滂	開	二	江	入	幫	江	朴											
							攮											
知	開	二	江	入	知	江	涿											
澄	開	二	江	平	知	江	噇											
見	開	二	江	平	見	江	豇											
見	開	二	江	上	見	江	耩											
							搉											
							夯											
端	開	一	登	去	端	曾	鐙											
透	開	一	登	入	端	曾	忒											
定	開	一	登	平	端	曾	謄											
清	開	一	登	去	精	曾	蹭											
精	開	三	蒸	入	精	曾	稷											
知	開	三	蒸	入	知	曾	稙											
